Gene	Entries
SPHKAP	set(['SSPO', 'DOCK1', 'C9orf150', 'ASPM', 'HOOK1', 'RB1', 'KIAA0649', 'NOTCH2', 'RELN', 'CIITA', 'CNTNAP5', 'PCDHA13', 'GABRA1', 'PRX'])
MAP3K15	set(['ITGA8', 'RERE', 'PLCB2', 'EPX', 'ARHGEF19', 'OBSCN', 'MSH6', 'NOTCH3', 'SPTA1', 'RHBDF2', 'C7orf52', 'ADAMTS20', 'COL24A1', 'DNMBP'])
C9orf150	set(['PLXNB2', 'SPHKAP', 'IGHMBP2', 'RELN', 'CHL1', 'MUC5B'])
STXBP5L	set(['QKI', 'USH2A', 'PKD1L2', 'EGFR', 'HERC1', 'POTEB'])
ZBTB20(D),LSAMP(D)	set(['COL11A1', 'COL5A3', 'ALS2CR11', 'SIGLEC8', 'MUC5B', 'ITGAD', 'PRX', 'TRPM2', 'TRH(D)'])
TGM2	set(['PLCB3', 'ASTL', 'PALM2-AKAP2', 'PTPN11', 'MYH9', 'SHROOM2', 'ST14', 'NACA', 'SCAF1', 'SLITRK2', 'FLG'])
TGM3	set(['TMEM132D', 'DNAH8', 'ACACA', 'AFF2'])
COL11A1	set(['ZBTB20(D),LSAMP(D)', 'COL5A3', 'PLEKHG4B', 'CCDC114', 'DSP', 'PRPF8', 'IGHMBP2', 'CNTN4', 'PLB1', 'COL6A3'])
COL11A2	set(['ZNF318', 'SBF1', 'UBASH3A', 'NLRP7', 'PKD1L2', 'USP43', 'TRIML1', 'PLCB3', 'WBSCR17', 'ZNF208', 'CUX2', 'AGAP3', 'ITPR3', 'XIRP2', 'CALN1', 'FHOD3', 'CABIN1', 'DNAH8', 'MAST2', 'PDE6B', 'KANK1', 'SPEG'])
SCN7A	set(['MYH2', 'GAK', 'GON4L'])
HUWE1	set(['ATP10B', 'COL14A1', 'TRRAP', 'CUX2', 'PRTG', 'DSCAM', 'ABCC9'])
KIF4B	set(['CDH9', 'DNAH9', 'ARHGEF2', 'PCSK4'])
PRPF8	set(['KIAA1409', 'FHDC1', 'COL11A1', 'EPX', 'DUOX2', 'BZRAP1', 'RB1', 'MAST2', 'KIF1B', 'ZPBP', 'ZFC3H1'])
CYP4F2	set(['JHDM1D'])
PRPF6	set(['BRPF3', 'DNAH11', 'MYH3', 'SP1', 'IDH1', 'CEP250', 'CELSR1', 'PDE6B', 'SIPA1L3', 'COL7A1', 'HMCN1', 'KRT19', 'UGGT1'])
RARA	set(['PTEN', 'ANO2'])
ASTL	set(['MYH11', 'TGM2', 'SLITRK2', 'OTOA', 'ZNF536', 'SPEN', 'GAK', 'SLC22A2', 'EVPL', 'SYNE2'])
ADAMTS3	set(['CHD5', 'ACACB', 'CELSR3', 'SLCO6A1', 'HSPG2', 'BZRAP1', 'WHSC1L1', 'PIK3CG', 'IGHMBP2', 'ODZ3', 'TERT', 'C7', 'PTPRS'])
ARHGEF2	set(['QKI', 'TP53', 'KIF4B'])
CDH9	set(['SIM1', 'PKHD1', 'KIF4B', 'EPPK1', 'LAMC3', 'SMARCA1'])
PROKR2	set(['GALK2'])
KCNU1	set(['DOCK11'])
RELN	set(['LRP2', 'RIMBP2', 'KIF1B', 'PCDHA8', 'MYH9', 'DEAF1', 'BCL9', 'USP6', 'MSH6', 'CASZ1', 'SPHKAP', 'MXRA5', 'PTCHD2', 'C9orf150', 'COL24A1', 'GMIP', 'TNS1', 'DSG4', 'PRTG'])
PLXND1	set(['CACNA1H', 'MDN1', 'KEL', 'DNAH10', 'PKD1L2', 'HOOK2', 'ABP1', 'SLCO6A1', 'SRRM2', 'FBN2', 'AFF2', 'ABCA13', 'HECW1', 'DNAH1', 'TERT', 'SPTBN4', 'C2orf55'])
DCHS1	set(['CEP250', 'KCNN2', 'PIK3R1', 'C12orf51'])
CCDC45	set(['NLRP7', 'DYSF', 'CABIN1', 'KIAA1244', 'USP43', 'ANK1', 'SIGLEC8', 'KANK1', 'SMARCA1', 'PCDHGA1', 'BCAR3'])
ST18	set(['ZNF335'])
C2orf55	set(['OBSCN', 'DOCK8', 'DNAH10', 'DNAH11', 'DOCK1', 'EP400', 'C12orf35', 'SMARCA1', 'CACNA1H', 'PKD1L2', 'PCDHB3', 'PIK3CA', 'SLCO6A1', 'SLIT3', 'PLXND1', 'C7', 'MYT1', 'TRIO', 'HSPG2', 'CASZ1', 'CELSR3', 'CROCC', 'PLEC', 'PCNT', 'TP53', 'ATP2B3', 'COL7A1', 'ZAN', 'FHOD3', 'PTPRS', 'ADCY1', 'COL22A1', 'IGHMBP2', 'SCN5A'])
ADAMTS12	set(['NMUR2'])
ZFHX3	set(['MYH2', 'HMCN1', 'CACNA1S', 'ADCY1', 'KIF1B', 'FAT2', 'PREX1', 'COL14A1', 'CARD6', 'SHROOM2', 'SIM2', 'KDM5D', 'TNS1', 'SPTBN4', 'NBAS', 'SYNE2', 'TESK1'])
RPGRIP1L	set(['SLC4A11', 'MYH11', 'MYOM3', 'ZNF318', 'MSH6', 'PCDHA1', 'NIPBL', 'PRKD3', 'WDFY3', 'AKAP13', 'FLNC', 'C21orf58', 'TESK1', 'PRTG'])
CXorf22	set(['MED12'])
CCDC158	set(['CHL1'])
TESK1	set(['PCDHA2', 'ZFHX3', 'ZNF536', 'LRP4', 'ACRC', 'ATP10B', 'DEAF1', 'USP6', 'SALL4', 'ANK2', 'PTPRD', 'MSH6', 'C12orf35', 'C3', 'RPGRIP1L', 'SIPA1L2', 'FAM83H'])
DBH	set(['HEPH', 'ITGAM'])
SAMD9L	set(['CACNA2D1', 'NF1', 'HOOK2', 'PLXNA2', 'L1CAM', 'RHBDF2', 'PCLO', 'ODZ1', 'C7orf52', 'GPC4', 'TXNDC3', 'KDM2B'])
BCLAF1	set(['ZAN', 'MYH2', 'KIF1B', 'KCNQ5', 'ENPP2', 'POTEB'])
RFX6	set(['MDN1', 'NACA', 'NUP210L', 'ACRC', 'PKDREJ', 'TMEM146', 'WDFY3', 'PDZD2', 'AHNAK', 'SYNE2', 'SIPA1L2', 'PRX', 'ANGPT4'])
ACSM4	set(['ENPEP', 'APOB', 'MYO1B'])
PKHD1	set(['TEX15', 'CDH9', 'COL5A3', 'CD163L1', 'PTPN3', 'TRPV6'])
ELMO1	set(['APOB', 'CABIN1', 'PCDHA8', 'EGFR', 'ATR', 'DOCK10'])
ARID2(D)	set(['UBE3C', 'CDK4(A)'])
UGT3A2	set(['ATP6V0A4', 'ITGAM', 'LAMA5', 'POTEB'])
ITGB2	set(['KCNQ5', 'PCDH17', 'NOS3'])
CNTN6	set(['PLCB2', 'ZNF335', 'C12orf51', 'MYH8', 'DACT1', 'CPS1'])
CNTN4	set(['LGSN', 'COL11A1', 'EPX', 'ITGA4', 'CCDC114', 'BZRAP1', 'KIDINS220', 'MAST2', 'PVRL4'])
ZNF599	set(['TIAM2', 'MYH9', 'CHD5', 'KIF1B', 'EPHA8', 'BIRC6', 'BSN', 'DEAF1', 'C8B', 'MSH6', 'SPEN', 'FAT2', 'NIPBL', 'PTPRD', 'CNTNAP5', 'OTOA', 'FLNA', 'SPTBN4', 'N4BP3', 'TRPM3'])
SHPRH	set(['PCDHA2', 'ACVR2A', 'DGKZ', 'CASZ1', 'KIF1B', 'DOCK4', 'ABCC8', 'DSP', 'OBSL1', 'DNHD1'])
CABIN1	set(['COL11A2', 'CCDC45', 'NEB', 'ODZ3', 'TLL1', 'NLRP7', 'PKD1L1', 'SKIV2L', 'SLIT3', 'DISP1', 'EPHB2', 'PLCB3', 'WBSCR17', 'SP1', 'ENPP2', 'HERC2', 'PLEC', 'ITPR3', 'BCAR3', 'DNAH2', 'NWD1', 'PDE6B', 'ANK1', 'COL1A2', 'KANK1', 'PTCH1', 'ELMO1'])
ITIH5	set(['PKD1L2', 'SRMS', 'DOCK1', 'ENPP2', 'RB1', 'MEGF8', 'HERC2', 'NFKBIL2', 'AGAP3', 'UGGT1'])
PKDREJ	set(['KIF1B', 'EPHA7', 'RFX6', 'CACNA1E', 'SPAG17', 'DOCK5'])
SRMS	set(['MDN1', 'ULK2', 'ZNF318', 'SCN9A', 'RB1CC1', 'ITIH5', 'DOCK11', 'TLL1', 'ZNF536', 'NCAN', 'PPP1R3A', 'PCDHB3', 'SLCO6A1', 'PCDHGA11', 'PCDHA12', 'ECEL1', 'MYT1', 'EPHB2', 'TRIO', 'PLCB3', 'HOOK2', 'SP1', 'BZRAP1', 'FHOD3', 'COL4A2', 'LRRIQ1', 'SYNE2', 'ABCA13', 'PKD1', 'MAP3K12', 'CFTR'])
CDC42BPB	set(['WDFY3'])
PRKG2	set(['PKD1L2'])
TNS1	set(['LRP2', 'TJP3', 'ZNF536', 'ARHGEF19', 'ATP10B', 'DEAF1', 'COL14A1', 'ZFHX3', 'PRTG', 'MYH8', 'N4BP3', 'RELN'])
TMEM45A	set(['CDH18'])
SLC17A6	set(['ZNF536'])
ANGPT4	set(['RFX6', 'MSH6'])
NLRP5	set(['MYH11', 'ABCB5', 'HEATR7B2'])
AKAP6,NPAS3(D),NPAS3(D)	set(['CACNA1D'])
RAG1	set(['UPF1', 'NBAS', 'NFKBIL2', 'ZFC3H1'])
MAGEB6	set(['TP53(D)', 'PTCH1'])
PRSS16	set(['SVIL', 'ZNF318', 'DOCK10', 'GLI2', 'ANK2', 'CNTNAP5', 'ITGAM', 'DPPA4', 'GRIP1', 'DNMBP'])
BCAR3	set(['CCDC45', 'LRP1', 'NEB', 'DOCK4', 'SPTA1', 'MLL2', 'C12orf35', 'NLRP7', 'CABIN1', 'ACVR2A', 'PLCB3', 'HERC2', 'IGHMBP2', 'PCDHA12', 'UBR4', 'FHOD3', 'INPP5D', 'ADCY1', 'SRRM2', 'SPEN', 'COL6A1', 'VWF'])
DNAH2	set(['ULK2', 'TLL1', 'CABIN1', 'RRP1B', 'PKD1', 'PCDH7', 'ODZ3', 'COL4A2', 'C3', 'UBR4', 'CFTR', 'PTPRH'])
DNAH3	set(['LRP2', 'STAG2', 'SRRM2', 'SCN10A', 'UPF1', 'HECW1', 'MYO15A', 'FLT3'])
PRIC285	set(['MYO18B', 'CACNA2D1', 'RBMS3'])
DNAH1	set(['PLXND1', 'TIAM2', 'PTPRH'])
SUPT6H	set(['ITGA8', 'LAMA3', 'SLITRK2', 'LRBA', 'CAND1', 'ARHGEF19', 'ECT2L', 'SPTA1', 'UHRF1BP1', 'AKAP13', 'CACNA1A'])
DNAH5	set(['PLXNB3', 'NOS3', 'DYSF', 'NEB', 'DOCK1', 'NWD1', 'PCDHGA11', 'HERC2', 'ABCA13', 'NFKBIL2', 'HEATR5A', 'VWF', 'SKIV2L'])
SH3TC1	set(['MYOM3', 'ZMYM3', 'TIAM2', 'FRRS1', 'PCDHA13'])
DNAH9	set(['NUP210L', 'BIRC6', 'C15orf2', 'KIF4B', 'MLL3', 'SLC22A2', 'LAMC3', 'ANO6(A)'])
ATP6V0A4	set(['DGKZ', 'PLCB2', 'UGT3A2', 'FAM47A', 'SIGLEC8', 'ITGAM', 'FCRL2', 'KCNV1', 'ZNF292'])
PCDH17	set(['NOS3', 'MYH14', 'RIMBP2', 'CAND1', 'ZCCHC14', 'CELSR3', 'BZRAP1', 'FBN1', 'BSN', 'ITGB2', 'ABCC8', 'PCNT', 'GMIP', 'DISP1', 'MUC5B', 'XDH', 'C7'])
SCN5A	set(['KIAA1409', 'OBSCN', 'DOCK8', 'SRRM2', 'DNAH10', 'DOCK1', 'SHROOM2', 'EP400', 'WHSC1L1', 'C12orf35', 'SMARCA1', 'SPTBN4', 'CACNA1H', 'CHD5', 'PCDHB3', 'ATP13A2', 'RB1', 'BRPF3', 'SLIT3', 'NFKBIL2', 'TERT', 'C7', 'C2orf55', 'PTPRN2', 'TRIO', 'HSPG2', 'RIMBP2', 'CELSR3', 'FBN2', 'CROCC', 'PLEC', 'MAST2', 'IGHMBP2', 'PCNT', 'ATP2B3', 'ZAN', 'FHOD3', 'PTPRS', 'ADCY1', 'KIF1B', 'COL22A1', 'MYLK', 'MAP3K12', 'GPR116', 'MYO15A', 'MYT1'])
CREBBP	set(['CACNA1E', 'PIK3R1', 'NUP210L'])
MDN1	set(['CACNA1H', 'EPPK1', 'TRIO', 'ABCA13', 'NUP210L', 'SP1', 'RFX6', 'HSPG2', 'PKD1L1', 'WHSC1L1', 'PIK3CG', 'BRPF3', 'ACRC', 'SRMS', 'PLEC', 'PLXND1', 'MYT1', 'KIAA1211', 'LRRK1'])
PDGFRA	set(['GRM6', 'TAF1L', 'RHBDF2', 'USH2A', 'PDGFRA(A)'])
ZNF335	set(['QKI', 'L1CAM', 'N4BP3', 'CNTN6', 'GPC4', 'ST18', 'NF1', 'C7orf52', 'CASKIN2', 'KCNV1', 'PCNT'])
TEX15	set(['MC3R', 'MYLK', 'SCN9A', 'PKHD1', 'DSG3', 'DSCAML1'])
ZFHX4	set(['CACNA1A', 'KCNQ5', 'ACACA', 'SLC22A2'])
AMPD1	set(['EPHA7', 'ODZ3', 'PVRL4'])
KIAA1462	set(['GRM8', 'CACNA1E', 'USP43', 'PREX1'])
UGT2A1	set(['ACVR2A', 'PCDHA1', 'NLRP2', 'CACNA1E', 'MLL3', 'TMPRSS15', 'KIAA1211'])
ATR	set(['ULK2', 'ZMYM3', 'ZNF536', 'CASZ1', 'MX2', 'PCDHA8', 'DEAF1', 'TIAM2', 'PTPRD', 'SMARCA4', 'ELMO1'])
GABRA6	set(['EPHA7', 'ACRC', 'CC2D1A', 'PALM2-AKAP2'])
GABRA1	set(['SSPO', 'DOCK8', 'DNAH11', 'NOTCH2', 'MED12', 'SPHKAP', 'KIF4A', 'HYDIN', 'ZNF292'])
FLT3	set(['DNAH3', 'MYH8', 'CACNA1D', 'ABCC9', 'GRM6', 'CARD11'])
MYH2	set(['SCN7A', 'LRP1', 'KIF1B', 'BCLAF1', 'ZFHX3', 'MAGEB1', 'EP400', 'SYNE2', 'KIF21B'])
MYH3	set(['ZMYM3', 'KLF17', 'ZCCHC14', 'BBS1', 'ASPM', 'HSPG2', 'ITGA4', 'NOTCH3', 'SALL4', 'PCDHGA1', 'ITGAD', 'PRPF6'])
NLRP7	set(['DNAH11', 'EPX', 'CCDC45', 'SRGAP1', 'PLCG2', 'EP400', 'C12orf35', 'SMARCA1', 'CNTNAP5', 'HYDIN', 'TLL1', 'COL11A2', 'CABIN1', 'USP43', 'PIK3CG', 'GRM8', 'CACNA1S', 'SP1', 'HERC2', 'IGHMBP2', 'PCDHA12', 'BCAR3', 'CALN1', 'FHOD3', 'ADCY1', 'SRRM2', 'SPEN', 'AGAP3', 'COL6A1', 'PLEC'])
MYH4	set(['TBC1D2'])
NLRP2	set(['UGT2A1'])
SOX2-OT(A),PIK3CA(A)	set(['HMP19', 'BPTF', 'MAP3K1', 'TP53'])
MYH8	set(['UPF1', 'TNS1', 'CNTN6', 'FLT3', 'TRPM3'])
MYH9	set(['TGM2', 'ZNF599', 'SLITRK2', 'USH2A', 'DEAF1', 'KIDINS220', 'MSH6', 'NIPBL', 'FAT2', 'TIAM2', 'PTPRD', 'PTCHD2', 'ST14', 'DISP1', 'FLNA', 'SIPA1L2', 'RELN'])
ANO5	set(['RERE', 'MC3R', 'LRRK2', 'RRP1B', 'COL22A1', 'SLIT3', 'ESPL1', 'EPHA10', 'MUC5B', 'C7'])
LYST	set(['LAMA3', 'KLF17', 'COL7A1', 'SALL4', 'MAP3K1', 'MLL3', 'KIAA0649', 'ANK2', 'MAGEC2', 'GRM6', 'PCDHGA1', 'DSCAML1'])
ACVR2A	set(['KCNH5', 'PLCB2', 'PCDHA8', 'DOCK4', 'HFM1', 'UGT2A1', 'AHNAK2', 'SPTBN5', 'SHPRH', 'DST', 'BCAR3'])
TRIO	set(['OBSCN', 'MDN1', 'DOCK8', 'DNAH10', 'DNAH11', 'SCN5A', 'HSPG2', 'EP400', 'SMARCA1', 'C12orf35', 'ATP2B3', 'CACNA1H', 'PCDHB3', 'SRMS', 'SLIT3', 'C7', 'MYT1', 'ITGAX', 'DOCK1', 'CELSR3', 'CROCC', 'IGHMBP2', 'PCNT', 'SYNE2', 'ZAN', 'FHOD3', 'PTPRS', 'ADCY1', 'KIF1B', 'FAM47A', 'COL22A1', 'MYLK', 'NOTCH2', 'MAP3K12', 'SLC22A2', 'PLEC', 'C2orf55'])
HSPG2	set(['MDN1', 'DOCK8', 'DNAH10', 'DNAH11', 'SCN5A', 'DOCK1', 'KIAA0649', 'SMARCA1', 'CACNA1H', 'MYH3', 'ADAMTS3', 'PCDHB3', 'DCC', 'WHSC1L1', 'BRPF3', 'MED12', 'FLNC', 'TERT', 'C7', 'MYT1', 'TRIO', 'WNK3', 'CELSR3', 'CROCC', 'TRRAP', 'IGHMBP2', 'PCNT', 'PTPN3', 'ATP2B3', 'PCDHGA1', 'ZAN', 'FHOD3', 'PTPRS', 'ADCY1', 'COL22A1', 'NOTCH3', 'KDM2B', 'ANK2', 'HECW1', 'C2orf55'])
MX2	set(['TMEM146', 'TMEM2', 'ATR', 'CELSR1', 'TMPRSS15'])
CEP250	set(['DCHS1', 'CACNA1A', 'IDH1', 'PCSK6', 'COL5A3', 'C3', 'COL12A1', 'PRPF6'])
CELSR3	set(['DOCK8', 'DNAH10', 'HSPG2', 'SMARCA1', 'EP400', 'MLL4', 'C12orf35', 'ATP2B3', 'CACNA1H', 'ENPEP', 'ARAP3', 'ADAMTS3', 'PCDHB3', 'MED12', 'WHSC1L1', 'BSN', 'NFKBIL2', 'ABCB4', 'C7', 'MYT1', 'TRIO', 'DOCK1', 'DYSF', 'HOOK2', 'BZRAP1', 'CROCC', 'PLEC', 'IGHMBP2', 'PCNT', 'GMIP', 'TMEM2', 'ZAN', 'FHOD3', 'PTPRS', 'ADCY1', 'COL22A1', 'NOTCH2', 'PCDH17', 'C2orf55', 'KANK1', 'FLNA', 'SCN5A'])
CELSR2	set(['CACNA1A', 'UMOD', 'KCNV1', 'PIK3CG', 'SCAF1', 'ODZ1', 'DSCAM', 'CACNA1S', 'FLG'])
CELSR1	set(['HERC1', 'MICALCL', 'HOOK2', 'MX2', 'TBC1D2', 'ITGA4', 'USP43', 'BZRAP1', 'ANK1', 'PIK3CA', 'ODZ1', 'SP1', 'C3', 'PRPF6'])
COL5A3	set(['ZBTB20(D),LSAMP(D)', 'COL11A1', 'ACACB', 'CEP250', 'DSP', 'BRPF3', 'TPR', 'PKHD1', 'MUC5B', 'AFM', 'COL6A3', 'DSG4'])
ARID3B	set(['ITSN1', 'MSLNL'])
DPP10	set(['GRIN2A', 'GPR112'])
PTCHD2	set(['DOCK8', 'LAMA1', 'C12orf35', 'SPTBN5', 'PCDHB3', 'CIITA', 'AHNAK', 'MYH9', 'NIPBL', 'SLIT3', 'RELN', 'ESPL1', 'SIPA1L2', 'PCDHA2', 'SLITRK2', 'CASZ1', 'ATP10B', 'TRRAP', 'MXRA5', 'IGF2BP1', 'EVPL', 'NRK', 'ADCY1', 'KIF1B', 'PCDHA8', 'PTPRD'])
IGF2BP1	set(['LAMA1', 'SIM1', 'KLF17', 'KIF1B', 'DNAH10', 'PCDHA8', 'SLC13A3', 'ANO2', 'FBN1', 'ATP10B', 'GON4L', 'ADAMTS20', 'SMARCA1', 'HMCN1', 'ITGAD', 'AHNAK', 'DNHD1', 'PTCHD2'])
TMEM2	set(['LAMA1', 'FRYL', 'CELSR3', 'HOOK1', 'MX2', 'MXRA5', 'C7', 'KIAA1211', 'FLG', 'ZNF292'])
TJP3	set(['LRP2', 'DOCK8', 'KEL', 'KIF1B', 'DDX11', 'SRRM2', 'COL14A1', 'MSH6', 'FAT2', 'PCDHA1', 'BCL9', 'ODZ1', 'ATP8B4', 'TNS1', 'ZPBP'])
KEL	set(['TJP3', 'AFF2', 'PIK3C2G', 'LRFN5', 'PITPNM1', 'PLXND1', 'ZPBP', 'PTPRH'])
KIF1B	set(['MYOM3', 'KIAA1409', 'DOCK8', 'DNAH10', 'CCDC60', 'ZNF318', 'PRPF8', 'ZFHX3', 'DCC', 'KIAA0649', 'UPF1', 'DSCAM', 'C12orf35', 'SPTBN4', 'SHPRH', 'RERE', 'ZNF536', 'ZNF599', 'ARAP3', 'LRRK2', 'AHNAK', 'BCLAF1', 'RB1', 'ESPL1', 'RELN', 'SLIT3', 'DNHD1', 'MYH2', 'TRIO', 'CASZ1', 'RIMBP2', 'ATP10B', 'KCNQ5', 'TRRAP', 'MAST2', 'MAGEB1', 'IGHMBP2', 'PTCHD2', 'IGF2BP1', 'EVPL', 'SYNE2', 'SPAM1', 'PCDHA2', 'TJP3', 'FHDC1', 'ADCY1', 'SHROOM2', 'OTOA', 'PCDHA8', 'COL14A1', 'MYLK', 'PTPRD', 'ABCC8', 'PDZD2', 'KDM5D', 'EP400', 'MYO15A', 'SCN5A', 'PKDREJ'])
DNMBP	set(['INPP5D', 'EPX', 'FAM47A', 'CACNA1F', 'MYLK', 'MSH6', 'PRSS16', 'MAP3K15', 'PDZD2', 'COL24A1', 'DOCK10', 'ZNF292'])
SLC4A11	set(['PCDHA1', 'MYH14', 'C12orf51', 'ZNF318', 'AFF2', 'ECT2L', 'MAST2', 'RPGRIP1L'])
SVIL	set(['RERE', 'ENPEP', 'RIMBP2', 'CIITA', 'CCDC114', 'PRSS16', 'KIAA0649', 'ABCC8', 'SLIT3', 'SIGLEC8', 'DUSP27'])
MSH6	set(['EPX', 'EPHA7', 'C7orf52', 'PRKDC', 'AKAP13', 'N4BP3', 'C12orf35', 'ZNF599', 'BSN', 'DDX11', 'MYH9', 'DEAF1', 'NIPBL', 'TIAM2', 'RELN', 'DISP1', 'RPGRIP1L', 'DNMBP', 'ANGPT4', 'BRAF', 'ARHGEF19', 'EVPL', 'C21orf58', 'TESK1', 'LRP2', 'TJP3', 'ADCY1', 'C7', 'PTPN11', 'SPEN', 'FAT2', 'RHBDF2', 'MAP3K15', 'OTOA', 'COL6A1', 'FLNA', 'FLNC', 'PCDHA8'])
SCN9A	set(['TEX15', 'ZMYM3', 'SRMS'])
MEGF8	set(['UBASH3A', 'SBF1', 'CHD5', 'ADCY1', 'WBSCR17', 'NWD1', 'ELTD1', 'EPPK1', 'FOXRED1', 'PLEC', 'NFKBIL2', 'MLL4', 'SPEG', 'ATP2B3', 'CASKIN2', 'ITIH5', 'PRX'])
KLHL13	set(['EPHA1'])
NLRP11	set(['F8', 'FAM47A', 'ZNF208', 'PSD4'])
C12orf35	set(['KIAA1409', 'OBSCN', 'DOCK8', 'COL22A1', 'DNAH10', 'DNAH11', 'MSH6', 'SCN5A', 'ZNF318', 'DOCK1', 'DOCK4', 'SPTA1', 'SHROOM2', 'ST14', 'EP400', 'AKAP13', 'ODZ1', 'SMARCA1', 'SYNE2', 'SPTBN4', 'SMARCA4', 'ATP2B3', 'CACNA1H', 'NLRP7', 'PCDHB3', 'AHNAK', 'SLIT3', 'LRP2', 'SKIV2L', 'ESPL1', 'MYT1', 'CACNA1S', 'C7', 'C2orf55', 'ULK2', 'RERE', 'TRIO', 'CASZ1', 'PCNT', 'ARHGEF19', 'ATP10B', 'CELSR3', 'CROCC', 'TRRAP', 'HERC2', 'PLEC', 'PTCHD2', 'ADAMTS20', 'EVPL', 'PCDHA12', 'TESK1', 'BCAR3', 'ZAN', 'FHOD3', 'PTPRS', 'ADCY1', 'KIF1B', 'PCDHA8', 'SRRM2', 'MYLK', 'SPEN', 'WDFY3', 'PCDHA2', 'COL6A1', 'IGHMBP2', 'FLNC', 'SLCO6A1', 'ZNF292'])
SMARCA1	set(['DOCK8', 'DNAH10', 'CCDC45', 'HSPG2', 'EP400', 'C12orf35', 'HYDIN', 'CACNA1H', 'SIM1', 'PCDHB3', 'AHNAK', 'CROCC', 'CDH9', 'SLIT3', 'MYT1', 'C7', 'DNHD1', 'C2orf55', 'TRIO', 'DOCK1', 'CELSR3', 'NLRP7', 'PAPPA', 'PLEC', 'PCNT', 'GMIP', 'IGF2BP1', 'CLTCL1', 'ATP2B3', 'ZAN', 'FHOD3', 'PTPRS', 'ADCY1', 'COL22A1', 'IGHMBP2', 'SCN5A'])
SMARCA4	set(['EPHB2', 'DOCK8', 'USH2A', 'ZNF318', 'SHROOM2', 'ST14', 'ATR', 'ODZ1', 'C12orf35', 'SPTBN4', 'PCDHB3', 'TIAM2', 'SKIV2L', 'SLIT3', 'CACNA1S', 'ULK2', 'CROCC', 'PAPPA', 'HERC1', 'ZAN', 'ABCG4', 'ADCY1', 'BCL9', 'FLNC'])
IQSEC3	set(['CRTAC1'])
RERE	set(['KIAA1409', 'SVIL', 'ANO5', 'DOCK4', 'PRKDC', 'KIAA0649', 'UPF1', 'C7orf52', 'C12orf35', 'PCDHB3', 'PCLO', 'SDK1', 'WNK3', 'PPEF2', 'IGHMBP2', 'ADAMTS20', 'EVPL', 'FHOD3', 'TP53', 'ADCY1', 'KIF1B', 'MYLK', 'TAF1L', 'SPEN', 'ANK2', 'MAP3K15', 'ZNF292'])
ARAP3	set(['ZAN', 'LRRK2', 'KIF1B', 'CELSR3', 'NOTCH2', 'TAF1L', 'MED12', 'DSCAML1', 'GPR116', 'DNHD1', 'KIF21B'])
SLC6A3	set(['ZCCHC14', 'GRHL3', 'GUCY1A3', 'MED12', 'PVRL4', 'DISP1', 'XIRP2'])
ANK2	set(['LRP2', 'RERE', 'KDM2B', 'EPX', 'ITSN1', 'DOCK10', 'HSPG2', 'WHSC1L1', 'PRSS16', 'ADAMTS20', 'RHBDF2', 'ZFP42', 'IGHMBP2', 'L1CAM', 'COL6A1', 'PCLO', 'PCDHGA1', 'LYST', 'TESK1'])
RB1	set(['DNAH10', 'DOCK1', 'DOCK4', 'PRPF8', 'ITIH5', 'CACNA1H', 'PCDHB3', 'ATP13A2', 'CACNA1E', 'PIK3CG', 'RB1(D)', 'NFKBIL2', 'MYT1', 'C7', 'LINC00478(A)', 'PLCB3', 'RIMBP2', 'WNK2', 'PCNT', 'ATP2B3', 'TJAP1', 'ABCA13', 'TP53', 'KIF1B', 'NBAS', 'SRRM2', 'SPHKAP', 'ABCC8', 'SCN5A'])
MED12	set(['SLC6A3', 'DOCK8', 'TERT', 'ARAP3', 'WNK3', 'SLCO6A1', 'HSPG2', 'CELSR3', 'PTPRS', 'CXorf22', 'GABRA1', 'ZNF292'])
RABGGTA	set(['SLC22A2'])
DUOX2	set(['PRPF8', 'MAST2', 'XIRP2', 'SHROOM2'])
NFKBIL2	set(['ABCA13', 'DYSF', 'DNAH5', 'CELSR3', 'SRRM2', 'SHROOM2', 'MAST2', 'RB1', 'SPTBN4', 'MAP3K12', 'MEGF8', 'FHDC1', 'DOCK1', 'RAG1', 'NF1', 'SYNE2', 'SCN5A', 'ITIH5'])
ABCB5	set(['NLRP5', 'PLXNA2', 'PIK3CG', 'MUC5B', 'ANK1'])
ABCB4	set(['CALN1', 'COL7A1', 'HOOK2', 'CELSR3', 'KANK1', 'VWF', 'LZTR1', 'GRM6'])
CRYBA2	set(['EGFR(A)'])
ABCC8	set(['ZAN', 'PCDHA2', 'DOCK8', 'SVIL', 'CASZ1', 'KIF1B', 'RB1', 'PPEF2', 'FTMT', 'DOCK4', 'SLC12A5', 'PCDH17', 'SYNE1', 'MYO15A', 'SHPRH', 'DNHD1'])
FCRL2	set(['ATP6V0A4', 'CCDC114', 'NOS3', 'TLR6', 'KCNV1'])
AIM1	set(['UBE3C', 'C10orf12', 'FLNC', 'RIMS2'])
ATP10B	set(['PCDHA2', 'AFM', 'DOCK8', 'ADCY1', 'KIF1B', 'ESPL1', 'PCDHA8', 'HUWE1', 'ANO2', 'C12orf35', 'TRRAP', 'SLIT3', 'PTCHD2', 'GMIP', 'IGF2BP1', 'EVPL', 'TNS1', 'TESK1', 'AHNAK', 'CASZ1'])
