Gene	Entries
SYNE2	set(['DNAH10', 'EPHA7', 'ZFHX3', 'SHROOM2', 'ST14', 'CNTNAP2', 'C12orf35', 'SPTBN4', 'MYH2', 'ASTL', 'PKD1L1', 'PALM2-AKAP2', 'EPPK1', 'ZNF318', 'SRMS', 'SLIT3', 'NFKBIL2', 'LRRIQ1', 'MYT1', 'ULK2', 'TRIO', 'KIAA1244', 'SKIV2L', 'MAST2', 'LRP2', 'ADCY1', 'KIF1B', 'OTOA', 'RFX6', 'SRRM2', 'ANK1', 'MAP3K12', 'GPR133', 'FLNC', 'PTPN11'])
FHOD3	set(['OBSCN', 'KIAA1409', 'DOCK8', 'COL22A1', 'DNAH10', 'DNAH11', 'COL11A2', 'HSPG2', 'DOCK4', 'SBF1', 'EP400', 'SMARCA1', 'C12orf35', 'ATP2B3', 'RERE', 'NLRP7', 'PCDHB3', 'SRMS', 'SLIT3', 'C7', 'DNHD1', 'C2orf55', 'CACNA1H', 'TRIO', 'DOCK1', 'CELSR3', 'CROCC', 'HERC2', 'PLEC', 'PCNT', 'ADAMTS20', 'TP53', 'PCDHA12', 'BCAR3', 'ZAN', 'CALN1', 'SCN5A', 'PTPRS', 'ADCY1', 'EVPL', 'SRRM2', 'MYLK', 'WWC3', 'COL6A1', 'SPEG', 'MYT1', 'IGHMBP2', 'ZNF292'])
NUP210L	set(['MDN1', 'RFX6', 'DNAH9', 'CREBBP'])
TPTE2	set(['SLC9A4', 'NMUR2', 'ZDBF2', 'CDH18', 'STARD8', 'MYO18B', 'COL1A2', 'CCDC108', 'ZC3H12B'])
PKD1	set(['DNAH2', 'ZAN', 'PKD1L1', 'DOCK1', 'ANK1', 'SRMS', 'PLEC', 'FLNC', 'HYDIN'])
CACNA1E	set(['RB1', 'SCN11A', 'BPTF', 'NALCN', 'PKDREJ', 'EPHA10', 'KIAA1462', 'ZNF208', 'XIRP2', 'COL12A1', 'DOCK4', 'UGT2A1', 'ATP8B4', 'HOMER1', 'DSG3', 'CREBBP'])
PITPNM1	set(['SPTBN4', 'KEL', 'LRFN5'])
KDR	set(['CACNA1D'])
QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	set(['CDKN2A(D)', 'EGFR(A)'])
SCN11A	set(['CACNA1E', 'KCNC2'])
ZNF318	set(['SLC4A11', 'DOCK8', 'DPPA4', 'COL11A2', 'SHROOM2', 'ST14', 'AKAP13', 'ODZ1', 'C12orf35', 'RB1CC1', 'SPTBN4', 'SMARCA4', 'SRMS', 'SLIT3', 'SKIV2L', 'TRIML1', 'RPGRIP1L', 'CACNA1S', 'ULK2', 'WBSCR17', 'SP1', 'PRSS16', 'MAST2', 'SCAF1', 'SYNE2', 'PCDHGA1', 'PCDHA1', 'ABCG4', 'ADCY1', 'KIF1B', 'ABCA4', 'FLNC', 'PRKD3'])
FRMPD4(D)	set(['IDH1'])
BCL11A	set(['HERC2', 'PUM1'])
LAMA2	set(['PIK3C2G'])
CNTNAP2	set(['SSPO', 'MAP1B', 'ATP2B3', 'KIAA1244', 'C15orf2', 'NOTCH2', 'DCC', 'ODZ3', 'PCDHA12', 'EVPL', 'SYNE2', 'CFTR'])
ODZ3	set(['DNAH2', 'CABIN1', 'ADAMTS3', 'ACACB', 'AMPD1', 'COL22A1', 'DCC', 'CFTR', 'CNTNAP2', 'SLIT3', 'SKIV2L', 'TRIML1', 'PCDHA12', 'SIPA1L3'])
CDK4(A)	set(['SPTA1', 'MDM2(A)', 'ARID2(D)', 'NELL2(A)', 'ANO6(A)'])
ODZ1	set(['MYOM3', 'ULK2', 'DOCK8', 'ZNF318', 'ABP1', 'SHROOM2', 'ST14', 'C12orf35', 'PRKD3', 'SPTBN4', 'SMARCA4', 'CACNA1S', 'SKIV2L', 'DISP1', 'TERT', 'EPHB2', 'CELSR2', 'CELSR1', 'PCDHA1', 'MXRA5', 'COL4A2', 'TJP3', 'SAMD9L', 'PTCH1', 'ADCY1', 'PLXNA2', 'NWD1', 'ZNF292', 'WDFY3', 'POM121L12', 'PIK3C2G', 'FLNC', 'PRTG'])
DSCAM	set(['ZMYM3', 'KCNC2', 'KIF1B', 'PLXNB3', 'HUWE1', 'DDX11', 'CELSR2', 'DNHD1'])
ZC3H12B	set(['NMUR2', 'TPTE2', 'PCDHA8', 'DOCK5', 'AHNAK2', 'KCNA4', 'DOCK11', 'DGKD'])
DGKZ	set(['ZAN', 'OBSCN', 'LRRK2', 'SLC13A3', 'NOTCH2', 'ATP6V0A4', 'ESPL1', 'SAMSN1,LOC388813,NRIP1,USP25,LINC00478,MIR99A,MIRLET7C,MIR125B2,C21orf37,CXADR,BTG3,C21orf91-OT1,C21orf91,CHODL-AS1,CHODL,TMPRSS15(A)', 'COL6A3', 'SHPRH'])
CAND1	set(['ANKRD52', 'SUPT6H', 'LRP4', 'MYH14', 'WHSC1L1', 'NOTCH3', 'PCDH17', 'HOMER1', 'CHD5', 'C7', 'TRPM3'])
GRHL3	set(['SLC6A3', 'BPTF', 'PLCB3', 'MDM4(A)', 'DISP1', 'C21orf58', 'XIRP2'])
GLI2	set(['MLL3', 'PTPRH', 'SIGLEC8', 'ATP8B4', 'PRSS16'])
LRP1B	set(['RIMS2', 'KCNC2'])
GRIN2A	set(['SPTA1', 'DPP10', 'TRHDE', 'ELTD1', 'SPEN', 'NF1', 'KDM2B', 'SLC27A2'])
CD163L1	set(['GPR116', 'PKHD1', 'TAF1L', 'KCNV1', 'DSG3'])
TRIML1	set(['COL11A2', 'DNAH11', 'WBSCR17', 'ZNF318', 'DNAH8', 'ODZ3', 'DCC', 'WHSC1L1', 'PIK3CG', 'EPPK1', 'MAST2', 'EP400', 'HECW1', 'SLC22A2', 'PCDHA12', 'TMEM132D', 'SIPA1L3', 'FLNC', 'CFTR'])
DISP1	set(['SLC6A3', 'CABIN1', 'GRHL3', 'MYH9', 'NIPBL', 'MSH6', 'ECT2L', 'FAT2', 'MYO18B', 'PCDH17', 'ODZ1', 'HOMER1', 'XIRP2', 'HYDIN'])
TG	set(['TLL1', 'MAP3K1', 'GRM8', 'NF1', 'CACNA1S', 'UBR4'])
DGKD	set(['PREX1', 'ATP13A2', 'GPR179', 'PDZD2', 'ZC3H12B', 'PKHD1L1'])
ULK2	set(['DOCK8', 'DNAH11', 'ZNF318', 'SHROOM2', 'ST14', 'ATR', 'ODZ1', 'C12orf35', 'SPTBN4', 'SMARCA4', 'TLL1', 'ZNF536', 'SRMS', 'PIK3CA', 'SLCO6A1', 'WHSC1L1', 'SKIV2L', 'SLIT3', 'CACNA1S', 'UGGT1', 'BZRAP1', 'COL4A2', 'SYNE1', 'SYNE2', 'DNAH2', 'ABCA13', 'ADCY1', 'KANK1', 'FLNC'])
HOOK2	set(['SAMD9L', 'SRRM2', 'SLCO6A1', 'ABCB4', 'CELSR3', 'CELSR1', 'AGAP3', 'SRMS', 'KANK1', 'PLXND1', 'SPTBN4', 'C7', 'HECW1'])
SLBP,TMEM129,TACC3,FGFR3,LETM1,WHSC1,SCARNA22(A)	set(['FAM47A'])
UMOD	set(['NRK', 'BPTF', 'SLITRK2', 'HEATR5A', 'PCSK6', 'CELSR2', 'CACNA1A'])
ELTD1	set(['EPB41L3', 'LAMA3', 'MAP3K12', 'MYLK', 'SALL4', 'ABCA4', 'GRIN2A', 'PLEC', 'KCNN2', 'TMPRSS15', 'GAK', 'PCDHA13', 'PRX', 'MEGF8'])
TMPRSS6	set(['WDFY3', 'DLG5'])
GPC4	set(['NOS1', 'SAMD9L', 'ZNF335', 'ECT2L', 'HTR3A', 'NBAS', 'COL6A6'])
HEPH	set(['ERBB2', 'DBH', 'DST'])
TNN	set(['LZTR1'])
PTPRT	set(['WNK2', 'COL24A1', 'NEB', 'RASGRF1', 'C12orf51'])
PTPRS	set(['DOCK8', 'DNAH10', 'DNAH11', 'DOCK1', 'EP400', 'C12orf35', 'SMARCA1', 'CACNA1H', 'ADAMTS3', 'PCDHB3', 'SLCO6A1', 'PIK3CG', 'MED12', 'SLIT3', 'SIPA1L3', 'TERT', 'C7', 'MYT1', 'TRIO', 'HSPG2', 'WNK3', 'CELSR3', 'CROCC', 'TRRAP', 'PLEC', 'PCNT', 'ATP2B3', 'ADCY1', 'ZAN', 'FHOD3', 'PKD1L2', 'COL22A1', 'TAF1L', 'C2orf55', 'SCN5A'])
BBS1	set(['MYH3', 'ZMYM3', 'F8', 'ASPM', 'ZCCHC14', 'FRRS1'])
COL14A1	set(['LRP2', 'TJP3', 'KIF1B', 'EPHA8', 'HUWE1', 'ZFHX3', 'FAT2', 'NIPBL', 'PRTG', 'HMCN1', 'CACNA1S', 'TNS1'])
PCDH7	set(['RRP1B', 'DNAH2', 'GALK2', 'CCDC60', 'FLG'])
PTPRD	set(['NRK', 'ZNF536', 'MAP3K1', 'SLITRK2', 'LRP4', 'KIF1B', 'DDX11', 'WNK2', 'DNAH8', 'MYH9', 'ECT2L', 'NIPBL', 'ATR', 'PTCHD2', 'ECEL1', 'SIPA1L2', 'SYNE1', 'ZNF599', 'TESK1'])
SIGLEC8	set(['ATP6V0A4', 'QKI', 'SVIL', 'NALCN', 'PLEKHG4B', 'FAM47A', 'CROCC', 'GLI2', 'ZBTB20(D),LSAMP(D)', 'NBAS', 'CCDC45'])
BRAF	set(['EPHA8', 'MSH6', 'TMTC1', 'GMIP', 'TRPM3', 'HYDIN'])
DKC1	set(['ERBB2', 'SMC1A', 'NOS3', 'AFM', 'C3', 'TLR6', 'PIK3R1', 'C7orf52', 'COL6A1', 'N4BP3'])
AHNAK2	set(['SPEN', 'IL4R', 'ACVR2A', 'CARD11', 'TDRD6', 'SPAG17', 'SPTA1', 'ZFP42', 'OBSL1', 'DUS3L', 'ZC3H12B', 'GPR112'])
PTPRH	set(['DNAH2', 'GLI2', 'DNAH1', 'KEL', 'NOTCH3'])
