Gene	Entries
ABCG4	set(['DNAH10', 'DNAH11', 'COL11A2', 'HUWE1', 'ABP1', 'SBF1', 'PRPF6', 'CACNA1H', 'NCAN', 'PKD1L1', 'ADAMTS3', 'PIK3CA', 'SLCO6A1', 'DCC', 'WHSC1L1', 'PIK3CG', 'DLGAP2', 'SKIV2L', 'PLXND1', 'UBR4', 'C2orf55', 'ERBB2', 'DYSF', 'KIAA1244', 'SP1', 'TRIML1', 'BZRAP1', 'PAPPA', 'IGHMBP2', 'ATP2B3', 'ADCY1', 'ZAN', 'CALN1', 'COL7A1', 'SPEG', 'LZTR1', 'CFTR', 'DOCK8', 'HSPG2', 'DOCK5', 'MLL2', 'ST14', 'EP400', 'MLL4', 'CHL1', 'C12orf35', 'PLXNB2', 'PLXNB3', 'CHD5', 'CABIN1', 'CACNA1S', 'PCDHB3', 'USP43', 'EPPK1', 'SRMS', 'EPHB2', 'MAP1B', 'PLCB3', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'PTPN3', 'ITPR3', 'PCDHA12', 'PCDHGA1', 'BCAR3', 'DNAH2', 'AMPH', 'ABCA13', 'PKD1L2', 'DNAH5', 'COL22A1', 'NWD1', 'OTOF', 'PDE6B', 'HECW1', 'SLC22A2', 'VWF', 'SCN5A', 'DSCAML1', 'MDN1', 'CCDC45', 'NEB', 'ACSM4', 'ZNF831', 'SHROOM2', 'ITIH5', 'TLL1', 'NLRP7', 'LYST', 'UGGT1', 'TRIO', 'LAMA3', 'WBSCR17', 'ACACB', 'CELSR3', 'CELSR1', 'MAST2', 'AGAP3', 'PRTG', 'SYNE1', 'SYNE2', 'FHOD3', 'C7', 'PKD1', 'SPAG17', 'COL1A2', 'MYT1', 'OBSCN', 'AOX1', 'ZNF318', 'SCN9A', 'MEGF8', 'CNTNAP2', 'ODZ3', 'ODZ1', 'NLRP12', 'SMARCA1', 'ZC3H12B', 'SPTBN4', 'SMARCA4', 'RB1CC1', 'UBASH3A', 'PCDHGA11', 'RB1', 'BRPF3', 'SLIT3', 'NFKBIL2', 'ABCB4', 'ECEL1', 'SIPA1L3', 'TERT', 'ULK2', 'HOOK2', 'KANK1', 'FBN2', 'CROCC', 'PCNT', 'HEPH', 'NRK', 'FLNC', 'PTPRS', 'SRRM2', 'COL14A1', 'ANK1', 'MAP3K12', 'DOCK1', 'C9orf150', 'COL6A1', 'PTCH1'])
FAM47A	set(['MDN1', 'ODZ1', 'UGT3A2', 'ABP1', 'DOCK5', 'ALS2CR11', 'NLRP11', 'RBMS3', 'TMEM132D', 'DOCK11', 'SRMS', 'LRRK1', 'EML2', 'CHD8', 'AHNAK', 'CACNA1D', 'FLT3', 'KCNU1', 'PSD4', 'ECEL1', 'DNMBP', 'KDR', 'MYT1', 'TRIO', 'TRHDE', 'STAG2', 'SLBP,TMEM129,TACC3,FGFR3,LETM1,WHSC1,SCARNA22(A)', 'DST', 'ZNF208', 'TMEM146', 'MAGEB1', 'MXRA5', 'COL4A2', 'LRRIQ1', 'SYNE2', 'SPAM1', 'BCAR3', 'DNAH3', 'NUP210L', 'F8', 'RFX6', 'MYLK', 'ATP6V0A4', 'SIGLEC8', 'PDZD2', 'POM121L12', 'PLEKHG4B', 'COL6A3', 'PTCH1', 'CREBBP', 'SCAF1'])
NWD1	set(['DNAH10', 'DNAH11', 'COL11A2', 'ABP1', 'SBF1', 'L1CAM', 'PRPF6', 'CACNA1H', 'LGSN', 'PKD1L1', 'ADAMTS3', 'SLCO6A1', 'DCC', 'WHSC1L1', 'PIK3CG', 'DLGAP2', 'SKIV2L', 'PLXND1', 'UBR4', 'CCDC45', 'C2orf55', 'DYSF', 'KIAA1244', 'WNK3', 'TRIML1', 'BZRAP1', 'CALN1', 'PAPPA', 'FHOD3', 'IGHMBP2', 'ATP2B3', 'COL7A1', 'ZAN', 'SAMD9L', 'TERT', 'ADCY1', 'STARD8', 'SPEG', 'LZTR1', 'CFTR', 'DLG5', 'DOCK8', 'HSPG2', 'MLL2', 'MYO18B', 'PUM1', 'EP400', 'DPPA4', 'MLL4', 'C12orf35', 'PLXNB3', 'CHD5', 'LRRK2', 'CACNA1S', 'PCDHB3', 'USP43', 'EPPK1', 'SRMS', 'PVRL4', 'NF1', 'NCAN', 'EPHB2', 'MAP1B', 'PLCB3', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'PTPN3', 'ITPR3', 'PCDHA12', 'PCDHGA1', 'SP1', 'BCAR3', 'DNAH2', 'ABCA13', 'ABCG4', 'PKD1L2', 'DNAH5', 'COL22A1', 'GPR112', 'PDE6B', 'RHBDF2', 'WDFY3', 'HECW1', 'SLC22A2', 'FLNA', 'VWF', 'SCN5A', 'MDN1', 'AMPD1', 'NEB', 'ZNF831', 'SHROOM2', 'ADAMTS16', 'GABRA6', 'ITIH5', 'TLL1', 'NLRP7', 'CCDC108', 'C7', 'UGGT1', 'TRIO', 'DOCK1', 'WBSCR17', 'ACACB', 'CELSR3', 'CELSR2', 'CELSR1', 'MAST2', 'AGAP3', 'PRTG', 'SYNE2', 'KEL', 'TPTE2', 'PLXNA2', 'PKD1', 'ST14', 'COL1A2', 'MYT1', 'PRKD3', 'OBSCN', 'ZNF318', 'SCN9A', 'MEGF8', 'CNTNAP2', 'ODZ3', 'ODZ1', 'SMARCA1', 'RB1CC1', 'SPTBN4', 'SMARCA4', 'ZC3H12B', 'UBASH3A', 'SIM1', 'ATP13A2', 'PCDHGA11', 'BRPF3', 'SLIT3', 'NFKBIL2', 'ABCB5', 'ABCB4', 'DISP1', 'SIPA1L3', 'SIPA1L2', 'ULK2', 'LTBP2', 'HOOK2', 'FBN2', 'CROCC', 'FBN1', 'PCNT', 'FLNC', 'PTPRS', 'CABIN1', 'SRRM2', 'ANK1', 'MAP3K12', 'KANK1', 'COL6A1', 'COL6A3', 'PTCH1'])
CPS1	set(['CNTN4', 'EPX', 'PKHD1', 'DUOX2', 'ITGA4', 'KIF4B', 'MLL3', 'PRPF8', 'MEGF8', 'CNTN6', 'SACS', 'COL11A1', 'CACNA1H', 'BRPF3', 'C12orf51', 'EPPK1', 'AHNAK', 'SULF2', 'CDH9', 'AFF2', 'TRPM2', 'DCHS1', 'DGKZ', 'PLCB2', 'EPHB1', 'BZRAP1', 'TMPRSS6', 'COL5A3', 'MAST2', 'IGHMBP2', 'DSP', 'EPHA10', 'TMEM2', 'XIRP2', 'ITGAX', 'CCDC114', 'DNAH9', 'ATP6V0A4', 'KDR', 'WDFY3', 'PDZD2', 'SPEG', 'COL6A3', 'PRKD3'])
CASKIN2	set(['OBSCN', 'AOX1', 'PDGFRA', 'ZNF335', 'ZBTB20(D),LSAMP(D)', 'GAK', 'SBF1', 'ALS2CR11', 'MEGF8', 'ESPL1', 'CHD5', 'PKD1L2', 'F5', 'PIK3CA', 'MAP3K1', 'EPPK1', 'PTPRD', 'GRM8', 'TG', 'N4BP3', 'ITGAX', 'WBSCR17', 'KRT23', 'C15orf2', 'PCDHGB3', 'PTPRS', 'EVPL', 'ATP2B3', 'TNN', 'ADCY1', 'LRP2', 'SPTA1', 'MYH7B', 'LRRK2', 'DNAH8', 'TAF1L', 'PRDM9', 'GPR133', 'CHD8', 'AHNAK2', 'STXBP5L', 'HEATR7B2'])
PDZD2	set(['MYOM3', 'TGM2', 'COL11A1', 'EPX', 'HUWE1', 'PRPF8', 'ASTL', 'USH2A', 'DEAF1', 'CDH9', 'KCNU1', 'ESPL1', 'RELN', 'CACNA1S', 'MYT1', 'ZMYM3', 'SLITRK2', 'CASZ1', 'ARHGEF19', 'BZRAP1', 'IGHMBP2', 'LRRIQ1', 'TESK1', 'ADCY1', 'RFX6', 'MST1R', 'MYLK', 'SPEN', 'FAT2', 'DGKD', 'PKHD1', 'CPS1', 'DOCK8', 'RRP1B', 'DUOX2', 'ITGA4', 'ST14', 'PTPN11', 'CNTN4', 'C12orf35', 'ZNF599', 'FLG', 'LRRK1', 'HRNR', 'PREX1', 'CHD8', 'AHNAK', 'AFF2', 'TIAM2', 'SRMS', 'TNS1', 'ATP10B', 'MAP1B', 'NACA', 'TRRAP', 'DSP', 'EVPL', 'HMCN1', 'C21orf58', 'SPAM1', 'XIRP2', 'ITGAX', 'OTOA', 'FAM47A', 'WDFY3', 'FLNA', 'FLNC', 'CREBBP', 'MDN1', 'MYH11', 'MSH6', 'EPHA7', 'ZFHX3', 'SHROOM2', 'ATR', 'AKAP13', 'DOCK11', 'ZNF536', 'CIITA', 'MYH9', 'SKIV2L', 'DNMBP', 'LAMA1', 'TRIO', 'CELSR2', 'SALL4', 'MAST2', 'PTCHD2', 'SYNE1', 'SYNE2', 'COL5A3', 'LRP2', 'TJP3', 'NUP210L', 'KIF1B', 'CCDC114', 'SPAG17', 'ABCA4', 'PRKD3', 'DPPA4', 'SCAF1', 'ZNF318', 'USP6', 'C8B', 'ODZ1', 'TMEM132D', 'DSCAM', 'SPTBN4', 'SMARCA4', 'SIM2', 'KLF17', 'DDX11', 'PLEKHG4B', 'ATP13A2', 'KIF4B', 'BRPF3', 'SLCO5A1', 'NIPBL', 'SLIT3', 'RPGRIP1L', 'SIPA1L3', 'SIPA1L2', 'N4BP3', 'ULK2', 'CARD11', 'KIDINS220', 'PCDHA2', 'PCDHA1', 'LRP4', 'TMEM146', 'PCDHA8', 'COL14A1', 'ACRC', 'PTPRD', 'BCL9', 'COL6A3', 'PKDREJ', 'PRTG'])
CIITA	set(['SSPO', 'FRYL', 'DNAH10', 'DNAH11', 'SBF1', 'CACNA1H', 'ANO2', 'PKD1L1', 'PKD1L2', 'CACNA1D', 'ESPL1', 'RELN', 'MYT1', 'MICALCL', 'CASZ1', 'WNK3', 'IGHMBP2', 'GMIP', 'ADAMTS20', 'ATP2B3', 'ZAN', 'ADCY1', 'PTPN11', 'MYLK', 'GPR116', 'MYO15A', 'KIAA1409', 'DOCK8', 'NOS1', 'ANO5', 'DOCK1', 'DOCK4', 'DOCK5', 'EP400', 'C12orf35', 'SHPRH', 'LRRK2', 'PREX1', 'PCDHB3', 'AHNAK', 'PCLO', 'MAP1B', 'TRRAP', 'PLEC', 'DSP', 'EVPL', 'COL22A1', 'HNF4A', 'PDZD2', 'GPR98', 'SCN5A', 'ZNF292', 'ADAMTS16', 'MUC5B', 'GABRA1', 'FLT3', 'DUOX2', 'ENPEP', 'ASPM', 'C7', 'DNHD1', 'KIF21B', 'LAMA1', 'TRIO', 'HSPG2', 'RIMBP2', 'SLC13A3', 'PPEF2', 'MXRA5', 'PTCHD2', 'IGF2BP1', 'SYNE1', 'TMEM2', 'FHOD3', 'KIF1B', 'TAF1L', 'C2orf55', 'OBSCN', 'SVIL', 'KCNC2', 'SCN11A', 'BIRC6', 'KIAA0649', 'SMARCA1', 'RB1CC1', 'SPTBN5', 'RERE', 'KLF17', 'ATP13A2', 'RB1', 'MED12', 'SLIT3', 'SIPA1L3', 'DGKD', 'PCDH17', 'DGKZ', 'CELSR3', 'ATP10B', 'HOOK1', 'CROCC', 'PCNT', 'ARAP3', 'PCDHA2', 'PTPRT', 'PTPRS', 'PCDHA8', 'NOTCH2', 'SPHKAP', 'ABCC8', 'C9orf150'])
DSCAML1	set(['AOX1', 'DNAH11', 'EPHA7', 'HUWE1', 'SCN9A', 'PCDHGB3', 'FAM83H', 'MLL4', 'ZC3H12B', 'KCNA4', 'ARAP3', 'TRHDE', 'CACNA1D', 'FLT3', 'DOCK11', 'TEX15', 'MED12', 'PCLO', 'ABCB4', 'DUS3L', 'GRM6', 'LYST', 'NCAN', 'ERBB2', 'LAMA1', 'LAMA3', 'ADAMTS16', 'DYSF', 'CARD11', 'CELSR3', 'TMEM146', 'PRTG', 'AHNAK2', 'HEPH', 'NRK', 'CALN1', 'ABCG4', 'COL7A1', 'LRP4', 'COL14A1', 'SPAG17', 'ATP6V0A4', 'FAT2', 'COL1A2', 'ABCC9', 'GPR98', 'FLNA', 'COL6A3'])
SCN7A	set(['SLC6A3', 'OBSCN', 'TGM2', 'ZCCHC14', 'ZFHX4', 'ITGA8', 'MACF1', 'TRIO', 'SIM1', 'MLL3', 'PLCG2', 'CNTNAP2', 'EP400', 'GON4L', 'RBMS3', 'L1CAM', 'CHL1', 'SMARCA1', 'NLRP5', 'SIM2', 'NLRP7', 'ASTL', 'ASPM', 'AHNAK', 'KLF17', 'MED12', 'GAK', 'LRRIQ1', 'OR5AR1', 'PRX', 'KIF21B', 'MYH2', 'EPB41L3', 'EPHB1', 'SLITRK2', 'IL4R', 'KIAA1244', 'CCDC45', 'NLGN4X', 'AIM1', 'ELTD1', 'FBN1', 'PIK3C2G', 'IGF2BP1', 'CLTCL1', 'SYNE2', 'PCDHA13', 'ITGAX', 'CALN1', 'F5', 'MC3R', 'PRPF8', 'NBAS', 'RFX6', 'ANK1', 'MAP3K12', 'SIGLEC8', 'ABCC9', 'SLC22A2', 'GPR98', 'PLEC', 'MYO15A', 'PKD1'])
EPHA8	set(['KIAA1409', 'ZDBF2', 'PDGFRA', 'ATP13A2', 'MYH14', 'USH2A', 'BIRC6', 'DUOX2', 'ZFHX3', 'PRPF8', 'PCDH17', 'UPF1', 'RB1', 'LAMC3', 'TRPA1', 'SPTBN4', 'MYH2', 'BSN', 'ZNF599', 'CHD5', 'CAND1', 'GMIP', 'UBE3C', 'MYH9', 'DEAF1', 'TIAM2', 'WHSC1L1', 'XDH', 'EPPK1', 'TMTC1', 'LRP1B', 'RB1(D)', 'NFKBIL2', 'HOMER1', 'C7', 'ZFC3H1', 'TRPM3', 'SDK1', 'POM121L12', 'RIMBP2', 'DNAH3', 'BZRAP1', 'CELSR3', 'RELN', 'NIPBL', 'DISP1', 'MAST2', 'MAGEB1', 'MSH6', 'TMPRSS15', 'APOB', 'SYNE2', 'SETD2', 'LRP2', 'GUCY1A3', 'FHDC1', 'MYH7B', 'ADAMTS3', 'KIF1B', 'SHROOM2', 'NBAS', 'SH3TC1', 'SRRM2', 'COL14A1', 'MYLK', 'FAT2', 'MAP3K12', 'RAG1', 'TLR6', 'BRAF', 'GPR133', 'FLNA', 'MYO15A', 'SCN5A'])
EPHA7	set(['TGM2', 'DNAH10', 'USH2A', 'HUWE1', 'PCDHGB3', 'PTCHD2', 'LGSN', 'PALM2-AKAP2', 'DEAF1', 'MED12', 'CDH9', 'ESPL1', 'RELN', 'CACNA1S', 'ZMYM3', 'SLITRK2', 'CASZ1', 'ARHGEF19', 'ADAMTS20', 'CCDC158', 'CACNA2D1', 'TESK1', 'ADCY1', 'PTPN11', 'SPEN', 'FAT2', 'RFX6', 'DOCK8', 'RRP1B', 'ADAMTS16', 'ST14', 'CC2D1A', 'DPPA4', 'MLL4', 'C12orf35', 'ZNF599', 'SHPRH', 'CHD5', 'PKDREJ', 'EPPK1', 'TIAM2', 'SKIV2L', 'GRM8', 'TNS1', 'ATP10B', 'NACA', 'TRRAP', 'ASTL', 'HMCN1', 'C21orf58', 'SUPT6H', 'OTOA', 'ELMO1', 'ATP6V0A4', 'WDFY3', 'PDZD2', 'FLNA', 'FLNC', 'DSCAML1', 'MYOM3', 'MYH11', 'AMPD1', 'ZFHX3', 'SHROOM2', 'ATR', 'AKAP13', 'EVPL', 'GABRA6', 'NLRP5', 'ZNF536', 'CCDC108', 'MYH9', 'OBSL1', 'DUS3L', 'LAMA1', 'LAMA3', 'CELSR3', 'KIDINS220', 'SALL4', 'USP6', 'IGF2BP1', 'SYNE1', 'SYNE2', 'LRP2', 'TJP3', 'KIF1B', 'SPAG17', 'ABCA4', 'PRKD3', 'AOX1', 'ZNF318', 'MSH6', 'C8B', 'ODZ1', 'DSCAM', 'SPTBN4', 'SMARCA4', 'SIM2', 'ARAP3', 'DDX11', 'PLEKHG4B', 'SLCO5A1', 'NIPBL', 'ZFP42', 'SLIT3', 'PRTG', 'HOMER1', 'RPGRIP1L', 'SIPA1L2', 'N4BP3', 'ULK2', 'CARD11', 'CELSR2', 'PCDHA2', 'PCDHA1', 'LRP4', 'PCDHA8', 'COL14A1', 'ACRC', 'PTPRD', 'BCL9', 'GPR133', 'COL6A3', 'AHNAK', 'SCAF1'])
NEB	set(['DNAH10', 'DNAH11', 'COL11A2', 'ABP1', 'PCDHGA11', 'SBF1', 'PRPF6', 'CACNA1H', 'SRMS', 'ASTL', 'PKD1L1', 'ADAMTS3', 'C12orf51', 'ITSN1', 'SLCO6A1', 'DCC', 'WHSC1L1', 'PIK3CG', 'DLGAP2', 'MSLNL', 'PLXND1', 'CACNA1S', 'MYT1', 'DYSF', 'KIAA1244', 'SP1', 'ABCB4', 'BZRAP1', 'PAPPA', 'IGHMBP2', 'ABCG4', 'ATP2B3', 'UBR4', 'ZAN', 'CALN1', 'ADCY1', 'SPEN', 'FAT2', 'POM121L12', 'SPEG', 'LZTR1', 'CFTR', 'DOCK8', 'DMD', 'DOCK1', 'ITGA4', 'DOCK5', 'MLL2', 'ST14', 'EP400', 'MLL4', 'C12orf35', 'PKHD1L1', 'PLXNB3', 'CHD5', 'CABIN1', 'PCDHB3', 'MGAM', 'USP43', 'EPPK1', 'SKIV2L', 'TRPM3', 'EPHB2', 'SDK1', 'MAP1B', 'PLCB3', 'C15orf2', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'PTPN3', 'NCAN', 'PCDHA12', 'PCDHGA1', 'BCAR3', 'DNAH2', 'DNAH3', 'ABCA13', 'TP53', 'PKD1L2', 'DNAH5', 'SH3TC1', 'COL22A1', 'NWD1', 'PDE6B', 'HECW1', 'SLC22A2', 'VWF', 'FLNC', 'MDN1', 'MYH11', 'CCDC45', 'SCN10A', 'ZNF831', 'SHROOM2', 'UPF1', 'ITPR3', 'ITIH5', 'FLT3', 'NLRP5', 'TLL1', 'NLRP7', 'MYH4', 'MYH8', 'C7', 'UGGT1', 'FGD5', 'TRIO', 'HSPG2', 'WBSCR17', 'ACACB', 'SLC13A3', 'CELSR3', 'KIDINS220', 'CELSR1', 'MAST2', 'AGAP3', 'PTPRS', 'SYNE2', 'PTPRT', 'FHOD3', 'RASGRF1', 'PKD1', 'TAF1L', 'COL1A2', 'C2orf55', 'ZNF318', 'CDH18', 'MEGF8', 'CNTNAP2', 'ODZ3', 'ODZ1', 'SMARCA1', 'RB1CC1', 'FRRS1', 'SMARCA4', 'RERE', 'SPTBN4', 'MAP3K12', 'RB1', 'BRPF3', 'ZFP42', 'SLIT3', 'NFKBIL2', 'TRIML1', 'HOMER1', 'SIPA1L3', 'TERT', 'ULK2', 'UBASH3A', 'HOOK2', 'FBN2', 'CROCC', 'TMPRSS6', 'PCNT', 'COL7A1', 'SCN5A', 'MYH7B', 'BBS1', 'SRRM2', 'ANK1', 'ANK2', 'KANK1', 'COL6A1', 'PTCH1'])
EPHA1	set(['MUC5B', 'HMCN1', 'KLHL13', 'IRF5', 'EPHA10'])
GON4L	set(['SLC6A3', 'MYH11', 'TGM2', 'FRYL', 'SVIL', 'RBMS3', 'EPHB1', 'SCN7A', 'GABRG2', 'CCDC45', 'HUWE1', 'ANO2', 'PLCG2', 'NOS3', 'ODZ3', 'LRFN5', 'CHL1', 'SMARCA1', 'DACT1', 'FLT3', 'MYH2', 'PLXNB3', 'NLRP7', 'KLF17', 'CNGB1', 'AHNAK', 'SLIT3', 'SIGLEC8', 'DCC', 'XDH', 'HFM1', 'SLCO5A1', 'TIAM2', 'SKIV2L', 'GAK', 'NF1', 'TRIML1', 'LRRIQ1', 'FCRL2', 'UBR4', 'NBAS', 'PRX', 'DSG4', 'KIF21B', 'DPP10', 'ITGB2', 'IL4R', 'KIAA1244', 'STAG2', 'ATP10B', 'NLGN4X', 'AIM1', 'SIM1', 'FBN1', 'PIK3C2G', 'PCNT', 'IGF2BP1', 'SYNE2', 'ZCCHC14', 'SIPA1L3', 'F5', 'DNAH3', 'KEL', 'NUP210L', 'SHROOM2', 'ZDBF2', 'RFX6', 'ABCC9', 'GRIN2A', 'PITPNM1', 'PCDH17', 'ATP8B4', 'EP400', 'PTCH1', 'ITGAD', 'PTPN11', 'SCAF1'])
SACS	set(['MYOM3', 'DCHS1', 'MX2', 'ZMYM3', 'UGT3A2', 'SH3TC1', 'ADAMTS16', 'ITGA4', 'SULF2', 'MLL3', 'KIAA0649', 'MYO18B', 'TCHH', 'CNTN6', 'COL24A1', 'ZCCHC14', 'C12orf35', 'ZNF599', 'SMARCA4', 'PRPF6', 'PAN3', 'MYH3', 'FRRS1', 'APOB', 'PPP1R3A', 'C12orf51', 'CNGB1', 'ASPM', 'ITPR3', 'ATP13A2', 'LRP1B', 'TIAM2', 'GRIN2A', 'C3', 'SLCO6A1', 'NLRP11', 'KDM2B', 'SAMD9', 'RIMS2', 'TRPM3', 'EPHB2', 'CACNA1H', 'CEP250', 'LAMA5', 'SP1', 'IDH1', 'HOOK1', 'CHD5', 'CELSR1', 'TMEM146', 'CCDC114', 'LRP1', 'EPHA10', 'EVPL', 'PCDHA13', 'PTPRT', 'AHNAK', 'DNAH1', 'ADCY1', 'BBS1', 'PCDHA8', 'DNAH9', 'ELMO1', 'ABCA4', 'SPHKAP', 'WDFY3', 'GPR133', 'ATR', 'KIF21B', 'ITGAD', 'CPS1'])
CLTCL1	set(['SCN7A', 'SIM1', 'ZCCHC14', 'IDH1', 'HOOK1', 'DNMT3L', 'KIAA0649', 'MED12', 'SPHKAP', 'SMARCA1', 'IGF2BP1', 'F13A1', 'HMCN1', 'AHNAK', 'C2orf55'])
MUC5B	set(['ZBTB20(D),LSAMP(D)', 'FRYL', 'DNAH10', 'DNAH11', 'SSPO', 'ZNF335', 'COL11A1', 'CACNA1H', 'PKD1L1', 'ADAMTS3', 'DUSP27', 'DEAF1', 'MED12', 'NAV2', 'ESPL1', 'RELN', 'MYT1', 'MICALCL', 'CASZ1', 'WNK3', 'ENPP2', 'FHOD3', 'IGHMBP2', 'GMIP', 'ADAMTS20', 'ATP2B3', 'TESK1', 'UBR4', 'ZAN', 'ZNF831', 'ADCY1', 'MYLK', 'STARD8', 'GPR116', 'KCNV1', 'KIAA1409', 'DOCK8', 'ANO5', 'DOCK1', 'DOCK4', 'EP400', 'MLL4', 'CHL1', 'C12orf35', 'SPAG17', 'SHPRH', 'PLXNB2', 'PLXNB3', 'LRRK2', 'PCDHB3', 'GABRA1', 'MGAM', 'USP43', 'PCLO', 'TNS1', 'KIF2B', 'TRPM2', 'KLHL34', 'EPHB1', 'HEATR5A', 'ZNF536', 'TRRAP', 'RAG1', 'PLEC', 'SPEG', 'EVPL', 'HMCN1', 'SPAM1', 'COL22A1', 'HNF4A', 'MAGEB1', 'PCDH17', 'FLNA', 'SCN5A', 'PRDM9', 'ZNF292', 'MYH11', 'MYH13', 'EPHA10', 'EPHA1', 'SMARCA1', 'ALS2CR11', 'DACT1', 'HYDIN', 'NLRP5', 'ENPEP', 'NLRP7', 'CIITA', 'MYH8', 'DSG3', 'C7', 'DSG4', 'KIF21B', 'TRIO', 'KLHL13', 'RIMBP2', 'ACACB', 'SLC13A3', 'CELSR3', 'CELSR2', 'COL5A3', 'MXRA5', 'PRTG', 'IGF2BP1', 'TMEM2', 'LRP1', 'F5', 'KIF1B', 'PLCG2', 'TAF1L', 'DNHD1', 'TMTC1', 'HTR3A', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'C2orf55', 'KIAA1210', 'PRKD3', 'SLC4A11', 'SVIL', 'AIM1', 'KIAA0649', 'FAM83H', 'NOTCH2', 'NLRP12', 'DSCAM', 'HSPA6', 'DGKZ', 'LPHN1', 'ARAP3', 'DYNC1I1', 'PLEKHG4B', 'KIF4A', 'ANKRD52', 'SLCO5A1', 'LRP1B', 'SLIT3', 'ABCB5', 'SP1', 'RERE', 'PPEF2', 'ATP10B', 'HOOK1', 'CROCC', 'FBN1', 'PCNT', 'PLB1', 'CEACAM16', 'PCDHA2', 'FLNC', 'PTPRS', 'PCDHA7', 'PCDHA8', 'ANO2', 'CNTN6', 'SPHKAP', 'ABCC8', 'BRAF', 'C9orf150', 'AHNAK', 'PTCHD2'])
EGFR(A)	set(['EEF1A1', 'MIR4710,INF2,ADSSL1,SIVA1,AKT1,ZBTB42(A)', 'EGFR', 'DOCK5', 'CDH9', 'CDKN2A(D)', 'CRYBA2', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)'])
HYDIN	set(['SLC6A3', 'SSPO', 'FRYL', 'DNAH10', 'EPX', 'ABP1', 'CACNA1H', 'NCAN', 'PKD1L1', 'ADAMTS3', 'PIK3CA', 'SLCO6A1', 'MAP3K1', 'PIK3CG', 'CDH9', 'SRMS', 'PSD4', 'CACNA1S', 'C2orf55', 'BZRAP1', 'PAPPA', 'IGHMBP2', 'ADAMTS20', 'ATP2B3', 'ZAN', 'CALN1', 'ADCY1', 'HCN1', 'MYLK', 'DSP', 'POM121L12', 'SPEG', 'ELMO1', 'KIAA1409', 'DOCK8', 'DOCK1', 'ANO2', 'DOCK5', 'MLL2', 'UHRF1BP1', 'EP400', 'C12orf35', 'FLG', 'PLXNB3', 'APOB', 'CABIN1', 'PCDHB3', 'AHNAK', 'SKIV2L', 'SMARCA1', 'EPHB2', 'PLCB3', 'TRRAP', 'CUX2', 'PLEC', 'COL4A2', 'PKHD1', 'ITPR3', 'XIRP2', 'ABCA13', 'SUPT6H', 'DNAH8', 'COL22A1', 'PDE6B', 'SCN5A', 'ZNF292', 'MYH11', 'SRGAP1', 'ZNF831', 'MUC5B', 'GABRA1', 'TLL1', 'NLRP7', 'C7', 'TRIO', 'LAMA3', 'WBSCR17', 'ACACB', 'CEP250', 'CELSR3', 'COL5A3', 'MAST2', 'PTCHD2', 'BCOR', 'SYNE1', 'FHOD3', 'PKD1', 'COL1A2', 'MYT1', 'COL11A2', 'ODZ3', 'ODZ1', 'TRPA1', 'F13A1', 'GRHL3', 'RB1', 'BRPF3', 'MED12', 'NFKBIL2', 'ABCB5', 'DISP1', 'ECEL1', 'TERT', 'ULK2', 'HOOK1', 'CROCC', 'PCNT', 'PCDHA2', 'PCDHA1', 'PTPRS', 'PCDHA8', 'NOTCH2', 'SPHKAP', 'BRAF', 'KANK1', 'MGAM'])
EEF1A1	set(['CHD8', 'EGFR(A)'])
CCDC108	set(['OBSCN', 'SUPT6H', 'EPHA7', 'CDH18', 'AMPD1', 'ABP1', 'SCN10A', 'SCN9A', 'MLL2', 'MYO18B', 'ODZ1', 'L1CAM', 'ZC3H12B', 'LGSN', 'LRRK2', 'ACRC', 'MAP3K1', 'STARD8', 'RB1', 'PIK3CG', 'ZFP42', 'GRM8', 'ABCB5', 'ARHGEF19', 'HOMER1', 'COL1A2', 'MYT1', 'EPHB2', 'LAMA3', 'NF1', 'WNK2', 'WNK3', 'TRRAP', 'PIK3R1', 'DISP1', 'MAST2', 'DLG5', 'PRTG', 'SYNE1', 'LRP2', 'NMUR2', 'SAMD9L', 'TP53', 'CABIN1', 'TPTE2', 'PLXNA2', 'NWD1', 'PCSK6', 'ANK1', 'RHBDF2', 'WDFY3', 'FLNA', 'COL6A3', 'PTCH1', 'GPR112', 'PRKD3'])
TBC1D2	set(['TP53', 'CELSR1', 'MYH4', 'ZCCHC14', 'HCN1', 'PALM2-AKAP2', 'ATP13A2', 'DCC', 'RB1', 'XDH', 'SHROOM2', 'EP400', 'PCNT', 'SP1', 'GABRE', 'PTCH1', 'PTPN3', 'PRPF6'])
VAV2(D)	set(['LRP1B', 'MSLNL', 'SPAM1'])
CACNA1C	set(['GABRE', 'MIR4710,INF2,ADSSL1,SIVA1,AKT1,ZBTB42(A)', 'POM121L12', 'XIRP2'])
