Gene	Entries
MX2	set(['OBSCN', 'ZBTB20(D),LSAMP(D)', 'FRYL', 'SVIL', 'ODZ1', 'TMPRSS15', 'KIAA1462', 'MEGF8', 'CNTNAP2', 'NLRP11', 'SACS', 'COL24A1', 'SMARCA4', 'APOB', 'WWC3', 'LRP1B', 'TIAM2', 'KEL', 'DCHS1', 'RIMS2', 'EPHB2', 'LAMA1', 'RIMBP2', 'TDRD6', 'WNK2', 'ELTD1', 'CELSR1', 'CELSR2', 'TMEM146', 'PTPRT', 'MXRA5', 'KPRP', 'LAMC3', 'TMEM2', 'DNAH1', 'GALK2', 'RFX6', 'GRIN2A', 'ABCC9', 'GPR133', 'ATR', 'ELMO1'])
CEP250	set(['SLC6A3', 'BPTF', 'FRYL', 'COL11A2', 'ZCCHC14', 'HUWE1', 'PCSK6', 'C7orf52', 'PRPF6', 'DLG5', 'NALCN', 'CACNA1A', 'MAP3K1', 'SUSD3', 'DKC1', 'ERBB2', 'ZMYM3', 'SLITRK2', 'WNK2', 'SP1', 'IDH1', 'UMOD', 'PAPPA', 'KCNN2', 'GMIP', 'TESK1', 'TLR6', 'ELMO1', 'ITGA8', 'ITGA4', 'UHRF1BP1', 'PLXNB3', 'LRRK2', 'XDH', 'SCNN1B', 'PIK3R1', 'PTPRD', 'CARD11', 'DCHS1', 'AFM', 'PLCB3', 'KCNQ5', 'HERC1', 'ITPR3', 'PCDHGA1', 'XIRP2', 'SUPT6H', 'LRBA', 'OTOA', 'SH3TC1', 'HNF4A', 'PDE6B', 'FLNA', 'ITGAD', 'COL12A1', 'MYOM3', 'ANKRD52', 'ZFHX4', 'PRKDC', 'SACS', 'HYDIN', 'MYH3', 'PCDHA13', 'ASPM', 'MYH9', 'ECT2L', 'C3', 'RIMS2', 'KIF21B', 'WBSCR17', 'ACACB', 'CELSR1', 'COL5A3', 'PTCHD2', 'AADACL4', 'F5', 'TG', 'ABCA4', 'KIAA0649', 'CNTNAP5', 'DSCAM', 'RB1CC1', 'FRRS1', 'SPTBN5', 'LPHN1', 'GRHL3', 'ATP13A2', 'BRPF3', 'NIPBL', 'ZFP42', 'DISP1', 'ECEL1', 'SIPA1L2', 'NBAS', 'ATP10B', 'HOOK1', 'NRK', 'BBS1', 'DDX11', 'ACRC', 'MAP3K12', 'SPHKAP', 'KANK1', 'COL6A1', 'TPR'])
CELSR3	set(['SSPO', 'FRYL', 'DNAH10', 'DNAH11', 'COL11A2', 'ZDBF2', 'DNAH8', 'ABP1', 'SBF1', 'LAMC3', 'SYNE2', 'PRPF6', 'CACNA1H', 'RERE', 'NCAN', 'PKD1L1', 'PKD1L2', 'SLCO6A1', 'DEAF1', 'DCC', 'WHSC1L1', 'PIK3CG', 'DLGAP2', 'SRMS', 'ESPL1', 'WNK3', 'PLXND1', 'CACNA1S', 'MYT1', 'ERBB2', 'MICALCL', 'CASZ1', 'DYSF', 'KIAA1244', 'ARHGEF19', 'ABCB4', 'BZRAP1', 'CALN1', 'PAPPA', 'DISP1', 'IGHMBP2', 'GMIP', 'ADAMTS20', 'ATP2B3', 'COL7A1', 'ZAN', 'SAMD9L', 'ADCY1', 'MYLK', 'FAT2', 'GPR116', 'MYO15A', 'LZTR1', 'CFTR', 'KIAA1409', 'PTPRN2', 'DOCK8', 'ANO5', 'HSPG2', 'DOCK4', 'MLL2', 'ST14', 'PLCB3', 'EP400', 'SP1', 'MLL4', 'CHL1', 'C12orf35', 'ADAMTS16', 'ZNF599', 'SHPRH', 'TXNDC3', 'FLG', 'PLXNB3', 'CHD5', 'CABIN1', 'PCDHB3', 'ITIH5', 'AHNAK', 'USP43', 'XDH', 'EPPK1', 'TIAM2', 'SKIV2L', 'TRPM3', 'EPHB2', 'MAP1B', 'HOOK1', 'ENPEP', 'DSP', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'SPEG', 'PTPN3', 'ITPR3', 'PCDHA12', 'PCDHGA1', 'BCAR3', 'AMPH', 'ABCA13', 'TP53', 'ADAMTS3', 'DNAH5', 'SH3TC1', 'COL22A1', 'NWD1', 'OTOF', 'GPR179', 'UBR4', 'PCDH17', 'SLC22A2', 'GABRE', 'FLNA', 'VWF', 'FLNC', 'DSCAML1', 'ZNF292', 'MDN1', 'MYH14', 'EPHA8', 'EPHA7', 'CCDC45', 'NEB', 'ZNF831', 'SHROOM2', 'AKAP13', 'EVPL', 'MUC5B', 'GABRA1', 'HYDIN', 'TLL1', 'NLRP7', 'MYH4', 'CIITA', 'MYH9', 'BSN', 'C7', 'DNHD1', 'UGGT1', 'LAMA1', 'TRIO', 'DOCK1', 'WBSCR17', 'ACACB', 'SLC13A3', 'PPEF2', 'CELSR1', 'MAST2', 'AGAP3', 'MXRA5', 'ANO2', 'IGF2BP1', 'ABCG4', 'TMEM2', 'FOXRED1', 'FHOD3', 'KIF1B', 'PKD1', 'TAF1L', 'COL1A2', 'TMTC1', 'KIF21B', 'KIAA1211', 'OBSCN', 'SVIL', 'ZNF318', 'BIRC6', 'MSH6', 'SCN9A', 'KIAA0649', 'MEGF8', 'ODZ3', 'ODZ1', 'SMARCA1', 'RB1CC1', 'SPTBN4', 'SMARCA4', 'UBASH3A', 'ATP6V0A4', 'ARAP3', 'RIMBP2', 'CAND1', 'PCDHGA11', 'RB1', 'BRPF3', 'MED12', 'C2orf55', 'SLIT3', 'NFKBIL2', 'TRIML1', 'HOMER1', 'SIPA1L3', 'TERT', 'HECW1', 'ULK2', 'DGKZ', 'HOOK2', 'ATP10B', 'C9orf150', 'FBN2', 'CROCC', 'NIPBL', 'PCNT', 'PCDHA2', 'SCN5A', 'PTPRS', 'LRRK2', 'TRRAP', 'PCDHA8', 'SRRM2', 'PDE6B', 'NOTCH2', 'ANK1', 'MAP3K12', 'SPHKAP', 'ABCC8', 'BRAF', 'KANK1', 'COL6A1', 'PTCH1', 'PTCHD2'])
CELSR2	set(['BPTF', 'TGM2', 'FRYL', 'DNAH11', 'USH2A', 'HUWE1', 'TGM3', 'TMEM2', 'PRPF6', 'NCAN', 'WWC3', 'CACNA1A', 'DEAF1', 'CACNA1F', 'PIK3CG', 'SEMG1', 'ESPL1', 'RELN', 'CACNA1S', 'ZMYM3', 'SLITRK2', 'CASZ1', 'WNK2', 'ARHGEF19', 'TESK1', 'ADCY1', 'PTPN11', 'MDM2(A)', 'SPEN', 'FAT2', 'MYO15A', 'RFX6', 'KCNV1', 'ANKRD52', 'DOCK8', 'RRP1B', 'MX2', 'ST14', 'EP400', 'DPPA4', 'C12orf35', 'ZNF599', 'FLG', 'PLXNB2', 'PLXNB3', 'PKDREJ', 'USP43', 'TIAM2', 'SKIV2L', 'TNS1', 'ATP10B', 'DCHS1', 'NACA', 'TRRAP', 'CUX2', 'KIF1B', 'KPRP', 'ASTL', 'HMCN1', 'C21orf58', 'DNAH5', 'OTOA', 'NWD1', 'EML2', 'WDFY3', 'PDZD2', 'FLNA', 'FLNC', 'COL12A1', 'MYOM3', 'MYH11', 'CC2D1A', 'ZNF335', 'MSH6', 'EPHA7', 'ZFHX3', 'SHROOM2', 'ATR', 'AKAP13', 'EVPL', 'MUC5B', 'GABRA6', 'DACT1', 'ZNF536', 'MYH8', 'MYH9', 'DNHD1', 'LAMA1', 'KIDINS220', 'CELSR1', 'SALL4', 'MXRA5', 'PRTG', 'SYNE2', 'TJP3', 'LRP1', 'F5', 'LRP4', 'SPAG17', 'ABCA4', 'CNTN6', 'PRKD3', 'SCAF1', 'ZNF318', 'CDH18', 'NLRP12', 'USP6', 'C8B', 'ODZ1', 'TMEM132D', 'DSCAM', 'SPTBN4', 'SMARCA4', 'SIM2', 'SIM1', 'DDX11', 'PLEKHG4B', 'ATP13A2', 'NEFH', 'SLCO5A1', 'NIPBL', 'SLIT3', 'ABCB5', 'RPGRIP1L', 'SIPA1L3', 'SIPA1L2', 'N4BP3', 'ULK2', 'CARD11', 'UMOD', 'FBN1', 'ANK1', 'PCNT', 'CEACAM16', 'PCDHA2', 'PCDHA1', 'PCDHA8', 'COL14A1', 'ACRC', 'PTPRD', 'BCL9', 'PTCH1', 'AHNAK', 'PTCHD2'])
CELSR1	set(['MDN1', 'FRYL', 'DNAH10', 'HSPA6', 'USH2A', 'ZCCHC14', 'ABP1', 'SBF1', 'LRFN5', 'TMEM2', 'PRPF6', 'CACNA1H', 'NCAN', 'PKD1L1', 'ADAMTS3', 'WWC3', 'PIK3CA', 'SLCO6A1', 'DCC', 'WHSC1L1', 'PIK3CG', 'DLGAP2', 'SRMS', 'RELN', 'PLXND1', 'CACNA1S', 'MYT1', 'ZMYM3', 'MICALCL', 'DYSF', 'KIAA1244', 'WNK2', 'SP1', 'TRIML1', 'BZRAP1', 'PAPPA', 'IGHMBP2', 'ATP2B3', 'COL7A1', 'ZAN', 'CALN1', 'ADCY1', 'SPEG', 'LZTR1', 'CFTR', 'EPHB2', 'DOCK8', 'DOCK1', 'ITGA4', 'MLL2', 'ST14', 'EP400', 'MLL4', 'C12orf35', 'PLXNB3', 'CHD5', 'CABIN1', 'PCDHB3', 'USP43', 'EPPK1', 'SKIV2L', 'SCNN1B', 'CARD6', 'TRPM2', 'DCHS1', 'SDK1', 'MAP1B', 'PLCB3', 'MYH3', 'STAG2', 'DSP', 'HERC1', 'CUX2', 'HERC2', 'PLEC', 'TRRAP', 'KPRP', 'PTPN3', 'ITPR3', 'PCDHA12', 'PCDHA13', 'DNAH11', 'BCAR3', 'DNAH2', 'ABCA13', 'ABCG4', 'PKD1L2', 'DNAH5', 'SH3TC1', 'COL22A1', 'NWD1', 'PDE6B', 'CNGB1', 'UBR4', 'HECW1', 'SLC22A2', 'VWF', 'FLNC', 'ITGAD', 'COL4A2', 'MYOM3', 'CCDC45', 'NEB', 'ZNF831', 'SHROOM2', 'SACS', 'ITIH5', 'TLL1', 'NLRP7', 'PCDHGA1', 'MYH4', 'ASPM', 'TBC1D2', 'MYH9', 'C3', 'C7', 'KDR', 'UGGT1', 'LAMA1', 'TRIO', 'HSPG2', 'WBSCR17', 'ACACB', 'MX2', 'CEP250', 'CELSR3', 'CELSR2', 'MAST2', 'AGAP3', 'MXRA5', 'SYNE2', 'FHOD3', 'TPTE2', 'PKD1', 'ABCA4', 'COL1A2', 'C2orf55', 'ZNF318', 'COL11A2', 'BCL11A', 'LAMA2', 'KIAA0649', 'MEGF8', 'CNTNAP2', 'ODZ3', 'ODZ1', 'NLRP12', 'SMARCA1', 'RB1CC1', 'FRRS1', 'SMARCA4', 'UBASH3A', 'SPTBN4', 'ATP13A2', 'PCDHGA11', 'BRPF3', 'SLIT3', 'NFKBIL2', 'ABCB4', 'SIPA1L3', 'TERT', 'POTEB', 'ULK2', 'HOOK2', 'HOOK1', 'FBN2', 'CROCC', 'PCNT', 'SCN5A', 'PTPRS', 'BBS1', 'SRRM2', 'ANK1', 'MAP3K12', 'SPHKAP', 'KANK1', 'COL6A1', 'PTCH1', 'STXBP5L'])
TMEM146	set(['MDN1', 'ZBTB20(D),LSAMP(D)', 'SVIL', 'DNAH11', 'TEX15', 'MX2', 'KIAA1462', 'SCN9A', 'CNTNAP2', 'ATR', 'SACS', 'TMEM132D', 'SMARCA4', 'DOCK11', 'APOB', 'LRRK1', 'CHD8', 'LRP1B', 'DLGAP2', 'TIAM2', 'KCNU1', 'PDZD2', 'LRRIQ1', 'DNMBP', 'RIMS2', 'MYT1', 'EPHB2', 'NOS1', 'LAMA2', 'LAMA5', 'RIMBP2', 'DNAH1', 'SRMS', 'COL24A1', 'SYNE2', 'TRIO', 'SPAM1', 'PTPRT', 'NUP210L', 'FAM47A', 'MYLK', 'ELMO1', 'FAT2', 'DSCAML1', 'GPR133', 'GPR98', 'NLRP11', 'DYSF', 'RFX6', 'CREBBP'])
AGAP3	set(['DNAH10', 'DNAH11', 'COL11A2', 'ABP1', 'SBF1', 'KIF2B', 'CACNA1H', 'BRPF3', 'NCAN', 'PKD1L1', 'PKD1L2', 'PIK3CA', 'SLCO6A1', 'BCLAF1', 'CACNA1F', 'PIK3CG', 'DLGAP2', 'SKIV2L', 'PLXND1', 'CACNA1S', 'MYT1', 'DYSF', 'KIAA1244', 'SP1', 'TRIML1', 'BZRAP1', 'ZNF208', 'PAPPA', 'FHOD3', 'IGHMBP2', 'ATP2B3', 'COL7A1', 'ZAN', 'CALN1', 'ADCY1', 'POM121L12', 'ATP8B4', 'GRIP1', 'SPEG', 'MYO15A', 'LZTR1', 'CFTR', 'DOCK8', 'GABRG2', 'HSPG2', 'MLL2', 'ST14', 'PLCB3', 'EP400', 'MLL4', 'C12orf35', 'PLXNB3', 'CHD5', 'CABIN1', 'PCDHB3', 'USP43', 'EPPK1', 'SRMS', 'GRM8', 'PRPF6', 'EPHB2', 'MAP1B', 'NACA', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'PTPN3', 'ITPR3', 'PCDHA12', 'PCDHGA1', 'BCAR3', 'DNAH2', 'ABCA13', 'ABCG4', 'ADAMTS3', 'DNAH5', 'COL22A1', 'NWD1', 'OTOF', 'PDE6B', 'UBR4', 'HECW1', 'SLC22A2', 'GABRE', 'VWF', 'SCN5A', 'MDN1', 'CCDC45', 'NEB', 'KIAA1462', 'C8B', 'DCC', 'ZNF831', 'SHROOM2', 'WHSC1L1', 'ITIH5', 'MYH2', 'TLL1', 'NLRP7', 'XIRP2', 'OBSL1', 'C3', 'DSG3', 'C7', 'UGGT1', 'TRIO', 'DOCK1', 'WBSCR17', 'ACACB', 'CELSR3', 'CELSR1', 'MAST2', 'TP53', 'SYNE2', 'LRP1', 'PLXNA2', 'PKD1', 'CACNA1E', 'COL1A2', 'C2orf55', 'KIF21B', 'OBSCN', 'ZNF318', 'MEGF8', 'CNTNAP2', 'ODZ3', 'ODZ1', 'SMARCA1', 'RB1CC1', 'SPTBN4', 'SMARCA4', 'UBASH3A', 'ARAP3', 'PCDHGA11', 'RB1', 'GLI2', 'SLIT3', 'NFKBIL2', 'ABCB4', 'HOMER1', 'SIPA1L3', 'TERT', 'POTEB', 'ULK2', 'LTBP2', 'HOOK2', 'FBN2', 'CROCC', 'PCNT', 'EPHA10', 'NRK', 'FLNC', 'PTPRS', 'SRRM2', 'ANK1', 'MAP3K12', 'SRGAP1', 'KANK1', 'COL6A1', 'PTCH1', 'COL6A6'])
PTCHD2	set(['BPTF', 'SSPO', 'TGM2', 'FRYL', 'DNAH10', 'DNAH11', 'USH2A', 'MYH11', 'HUWE1', 'PCSK6', 'SBF1', 'SYNE1', 'TMEM2', 'CACNA1H', 'ANO2', 'ASTL', 'COL11A2', 'CACNA1A', 'MAP3K1', 'DEAF1', 'NIPBL', 'ESPL1', 'RELN', 'CACNA1S', 'MYT1', 'ZMYM3', 'MICALCL', 'CASZ1', 'WNK2', 'ARHGEF19', 'IGHMBP2', 'GMIP', 'ADAMTS20', 'ATP2B3', 'TESK1', 'ZAN', 'ECEL1', 'ADCY1', 'RFX6', 'MYLK', 'SPEN', 'FAT2', 'KDM5D', 'GPR116', 'MYO15A', 'PTPN11', 'KIAA1409', 'DOCK8', 'CCDC60', 'PLCB3', 'RRP1B', 'ANO5', 'HSPG2', 'ABCC8', 'DOCK4', 'DOCK5', 'ST14', 'NACA', 'EP400', 'DPPA4', 'C12orf35', 'ZNF599', 'SHPRH', 'FLG', 'LRRK2', 'PCDHB3', 'AHNAK', 'TIAM2', 'SKIV2L', 'PCLO', 'TNS1', 'ATP10B', 'UMOD', 'DSP', 'HERC1', 'PLEC', 'TRRAP', 'EVPL', 'HMCN1', 'C21orf58', 'XIRP2', 'PKD1L1', 'KIF1B', 'SUPT6H', 'OTOA', 'DNAH8', 'COL22A1', 'HOOK1', 'ELMO1', 'PDE6B', 'WDFY3', 'PDZD2', 'GPR98', 'FLNA', 'FLNC', 'ZNF292', 'MYOM3', 'ITGA8', 'SCN5A', 'EPHA7', 'ZFHX3', 'SHROOM2', 'ATR', 'AKAP13', 'ITPR3', 'MUC5B', 'GABRA1', 'HYDIN', 'ENPEP', 'ZNF536', 'CIITA', 'MYH9', 'ECT2L', 'C7', 'DNHD1', 'KIF21B', 'PCDHA2', 'TRIO', 'DOCK1', 'WBSCR17', 'CEP250', 'PPEF2', 'CELSR2', 'SALL4', 'MXRA5', 'USP6', 'IGF2BP1', 'AADACL4', 'SYNE2', 'LRP2', 'TJP3', 'OBSCN', 'FHOD3', 'LRP4', 'SPAG17', 'ABCA4', 'C2orf55', 'PRKD3', 'SLITRK2', 'SVIL', 'KCNC2', 'LAMA1', 'ZNF318', 'MSH6', 'KIAA0649', 'C8B', 'ODZ1', 'DSCAM', 'SMARCA1', 'SPTBN5', 'SPTBN4', 'SMARCA4', 'RB1CC1', 'DGKZ', 'SIM2', 'ARAP3', 'RIMBP2', 'SLC6A3', 'GRHL3', 'PLEKHG4B', 'NEFH', 'RB1', 'SLCO5A1', 'MED12', 'SPHKAP', 'SLIT3', 'PRTG', 'WNK3', 'DISP1', 'RPGRIP1L', 'SIPA1L2', 'NBAS', 'N4BP3', 'PCDH17', 'ULK2', 'RERE', 'SLC13A3', 'CELSR3', 'CARD11', 'KANK1', 'CROCC', 'KIDINS220', 'TAF1L', 'PCNT', 'NRK', 'PCDHA1', 'PTPRS', 'CABIN1', 'PCDHA8', 'DDX11', 'COL14A1', 'NOTCH2', 'ACRC', 'PTPRD', 'BCL9', 'C9orf150', 'PKDREJ', 'SCAF1'])
IGF2BP1	set(['ZDBF2', 'FRYL', 'DNAH10', 'DNAH11', 'SSPO', 'HUWE1', 'PCDHGB3', 'TMEM2', 'CACNA1H', 'LGSN', 'CDH9', 'ESPL1', 'RELN', 'PRX', 'MYT1', 'DPP10', 'CASZ1', 'WNK3', 'IGHMBP2', 'GMIP', 'ADAMTS20', 'ATP2B3', 'CACNA2D1', 'UBR4', 'ZAN', 'ADCY1', 'PTPN11', 'MYLK', 'PPEF2', 'GPR116', 'MYO15A', 'RFX6', 'KIAA1409', 'DOCK8', 'ANO5', 'DOCK1', 'ANO2', 'EP400', 'CHL1', 'C12orf35', 'SHPRH', 'PLXNB3', 'CHD5', 'LRRK2', 'PCDHB3', 'AHNAK', 'EPPK1', 'PCLO', 'EPHB1', 'IL4R', 'STAG2', 'TRRAP', 'PLEC', 'DSP', 'EVPL', 'HMCN1', 'DNAH3', 'COL22A1', 'PCDH17', 'SCN5A', 'ITGAD', 'ZNF292', 'SCN7A', 'EPHA7', 'CCDC45', 'GON4L', 'CLTCL1', 'MUC5B', 'GABRA1', 'FLT3', 'ENPEP', 'NLRP7', 'CIITA', 'C7', 'DNHD1', 'KIF21B', 'LAMA1', 'TRIO', 'HSPG2', 'RIMBP2', 'SLC13A3', 'CELSR3', 'MXRA5', 'DOCK4', 'SYNE1', 'SYNE2', 'LRP2', 'FHOD3', 'KIF1B', 'PLCG2', 'TAF1L', 'ZBTB20(D),LSAMP(D)', 'C2orf55', 'OBSCN', 'AOX1', 'SVIL', 'KIAA0649', 'SMARCA1', 'RERE', 'SIM1', 'KLF17', 'RB1', 'MED12', 'SLIT3', 'SIGLEC8', 'NBAS', 'DGKZ', 'AIM1', 'ATP10B', 'HOOK1', 'CROCC', 'FBN1', 'PCNT', 'ARAP3', 'PCDHA2', 'PTPRS', 'PCDHA8', 'NOTCH2', 'SPHKAP', 'ABCC8', 'ABCC9', 'GPR133', 'C9orf150', 'PTCHD2'])
TMEM2	set(['SSPO', 'FRYL', 'DNAH10', 'DNAH11', 'TXNDC3', 'CACNA1H', 'KANK1', 'WWC3', 'ESPL1', 'RELN', 'MYT1', 'MACF1', 'CASZ1', 'WNK2', 'WNK3', 'IGHMBP2', 'GMIP', 'ADAMTS20', 'ATP2B3', 'ZAN', 'SAMD9L', 'ADCY1', 'MYLK', 'SPEG', 'MYO15A', 'CPS1', 'KIAA1409', 'DOCK8', 'ANO5', 'HSPG2', 'MX2', 'ANO2', 'CNTN6', 'C12orf35', 'SHPRH', 'FLG', 'LRRK2', 'PCDHB3', 'AHNAK', 'EPPK1', 'TRPM2', 'DCHS1', 'PLCB2', 'TRRAP', 'HERC2', 'PLEC', 'DSP', 'GPR116', 'EVPL', 'COL22A1', 'OTOF', 'GPR179', 'PCDH17', 'SCN5A', 'ZNF292', 'KPRP', 'AKAP13', 'MUC5B', 'GABRA1', 'ENPEP', 'CIITA', 'BSN', 'C7', 'KDR', 'KIF21B', 'LAMA1', 'TRIO', 'DOCK1', 'RIMBP2', 'SLC13A3', 'PPEF2', 'CELSR2', 'CELSR1', 'MXRA5', 'DOCK4', 'IGF2BP1', 'SYNE1', 'FHOD3', 'KIF1B', 'TAF1L', 'DNHD1', 'EP400', 'C2orf55', 'KIAA1211', 'SVIL', 'LAMA2', 'SCN9A', 'KIAA0649', 'MEGF8', 'ODZ1', 'SMARCA1', 'DGKZ', 'ARAP3', 'MED12', 'SLIT3', 'ABCB4', 'RERE', 'HOOK2', 'CELSR3', 'ATP10B', 'HOOK1', 'CROCC', 'PCNT', 'PCDHA2', 'PTPRS', 'PCDHA8', 'NOTCH2', 'SPHKAP', 'ABCC8', 'C9orf150', 'PTCHD2'])
TJP3	set(['SLC6A3', 'TGM2', 'TGM3', 'DNAH11', 'USH2A', 'HUWE1', 'LRFN5', 'C12orf35', 'ASTL', 'PKD1L2', 'SLCO6A1', 'DEAF1', 'NIPBL', 'ESPL1', 'RELN', 'PLXND1', 'CACNA1S', 'ZMYM3', 'SLITRK2', 'CASZ1', 'ARHGEF19', 'PIK3C2G', 'UGT2A1', 'TESK1', 'SIPA1L2', 'ADCY1', 'RFX6', 'SPEN', 'FAT2', 'POM121L12', 'ATP8B4', 'PTPN11', 'DOCK8', 'DMD', 'CCDC60', 'USP6', 'RRP1B', 'LRP4', 'ST14', 'DPPA4', 'CHL1', 'TMEM132D', 'ZNF599', 'PKDREJ', 'AFF2', 'XDH', 'TIAM2', 'SKIV2L', 'PCLO', 'PIK3R1', 'TNS1', 'CARD11', 'TRPM2', 'NACA', 'TRRAP', 'COL4A2', 'EVPL', 'HMCN1', 'C21orf58', 'XIRP2', 'DNAH3', 'OTOA', 'WDFY3', 'HECW1', 'FLNA', 'FLNC', 'ZNF292', 'MYOM3', 'MYH11', 'EPHA7', 'ZFHX3', 'SHROOM2', 'ATR', 'AKAP13', 'GABRA1', 'ZNF536', 'NLRP2', 'MYH9', 'RIMS2', 'LAMA2', 'ACACA', 'CELSR2', 'SALL4', 'PRTG', 'SYNE2', 'ZPBP', 'LRP2', 'KEL', 'KIF1B', 'F8', 'SPAG17', 'ABCA4', 'PITPNM1', 'DSG4', 'PRKD3', 'SCAF1', 'ZNF318', 'CDH18', 'MSH6', 'C8B', 'ODZ1', 'DSCAM', 'TRPA1', 'SPTBN4', 'SMARCA4', 'PAN3', 'SIM2', 'GRHL3', 'PLEKHG4B', 'GLI2', 'SLCO5A1', 'MED12', 'SLIT3', 'DISP1', 'RPGRIP1L', 'TERT', 'N4BP3', 'PDZD2', 'ULK2', 'HOOK2', 'ATP10B', 'TMPRSS6', 'KIDINS220', 'PCDHA2', 'PCDHA1', 'DDX11', 'PCDHA8', 'SRRM2', 'COL14A1', 'STXBP5L', 'ACRC', 'PTPRD', 'BCL9', 'AHNAK', 'PTCHD2'])
KEL	set(['SLC6A3', 'TGM3', 'ABP1', 'FTMT', 'PCDHGB3', 'LRFN5', 'L1CAM', 'PPP1R3A', 'PLXND1', 'TDRD6', 'MYO1B', 'PIK3C2G', 'UBR4', 'POM121L12', 'ATP8B4', 'PKHD1', 'CFTR', 'ANKRD52', 'DOCK8', 'DOCK1', 'MX2', 'DPPA4', 'TMEM132D', 'PREX1', 'MGAM', 'AFF2', 'TIAM2', 'SKIV2L', 'FAM123C', 'PLEC', 'COL4A2', 'KPRP', 'PTPN3', 'LAMC3', 'XIRP2', 'DNAH2', 'DNAH1', 'LRBA', 'NWD1', 'HECW1', 'ZNF292', 'MYH14', 'MIR4710,INF2,ADSSL1,SIVA1,AKT1,ZBTB42(A)', 'TMPRSS15', 'KIAA1462', 'UGT2A1', 'GON4L', 'GABRA1', 'TLL1', 'NLRP2', 'DSG4', 'LAMA2', 'ACACA', 'ZPBP', 'TJP3', 'NUP210L', 'PLXNA2', 'PKD1', 'PITPNM1', 'SLC4A11', 'SVIL', 'MEGF8', 'ODZ3', 'ODZ1', 'TRPA1', 'PAN3', 'CAND1', 'GRHL3', 'KIF4A', 'GLI2', 'SLCO5A1', 'MED12', 'DISP1', 'TG', 'SIPA1L3', 'TERT', 'NOS1', 'HOOK2', 'FBN2', 'ELTD1', 'TMPRSS6', 'PCDHA1', 'SRRM2', 'NOTCH3', 'MAP3K15', 'PTPRH'])
KIF1B	set(['SSPO', 'TGM2', 'FRYL', 'DNAH10', 'DNAH11', 'USH2A', 'HUWE1', 'PRPF8', 'PTCHD2', 'SYNE2', 'CACNA1H', 'ASTL', 'PALM2-AKAP2', 'DEAF1', 'BCLAF1', 'ESPL1', 'RELN', 'SLIT3', 'CACNA1S', 'MYT1', 'ZMYM3', 'SLITRK2', 'CASZ1', 'WNK3', 'DOCK4', 'FHOD3', 'IGHMBP2', 'GMIP', 'ADAMTS20', 'ATP2B3', 'TESK1', 'ZAN', 'ADCY1', 'PTPN11', 'MYLK', 'SPEN', 'FAT2', 'KDM5D', 'ATR', 'MYO15A', 'RFX6', 'KIAA1409', 'DOCK8', 'CCDC60', 'USP6', 'RRP1B', 'ANO5', 'DOCK1', 'ANO2', 'ST14', 'EP400', 'DPPA4', 'CHL1', 'C12orf35', 'ZNF599', 'SHPRH', 'FLG', 'LRRK2', 'PCDHB3', 'AHNAK', 'TIAM2', 'SKIV2L', 'PCLO', 'TNS1', 'ZFC3H1', 'MED12', 'MYH2', 'NACA', 'KCNQ5', 'DSP', 'BCL9', 'RAG1', 'PLEC', 'TRRAP', 'GPR116', 'EVPL', 'HMCN1', 'ATP10B', 'C21orf58', 'SPAM1', 'DNAH3', 'OTOA', 'COL22A1', 'SCN5A', 'MAGEB1', 'WDFY3', 'PDZD2', 'PIK3CA', 'FLNA', 'FLNC', 'ZNF292', 'MYOM3', 'MYH11', 'EPHA8', 'EPHA7', 'ZFHX3', 'DCC', 'SMARCA1', 'SHROOM2', 'UPF1', 'AKAP13', 'MUC5B', 'GABRA1', 'NLRP5', 'ENPEP', 'ZNF536', 'CIITA', 'MYH9', 'C7', 'DNHD1', 'KIF21B', 'SCN11A', 'TRIO', 'HSPG2', 'RIMBP2', 'SLC13A3', 'PPEF2', 'KIDINS220', 'SALL4', 'MAST2', 'MXRA5', 'SCAF1', 'IGF2BP1', 'SYNE1', 'TMEM2', 'LRP2', 'TJP3', 'FHDC1', 'LRP4', 'SPAG17', 'ABCA4', 'RIMS2', 'C2orf55', 'PRKD3', 'OBSCN', 'SVIL', 'KCNC2', 'LAMA1', 'ZNF318', 'MSH6', 'KIAA0649', 'C8B', 'ODZ1', 'TRPA1', 'DSCAM', 'SPTBN4', 'SMARCA4', 'DGKZ', 'SIM2', 'ARAP3', 'DDX11', 'PLEKHG4B', 'ATP13A2', 'NEFH', 'RB1', 'SLCO5A1', 'NIPBL', 'SPHKAP', 'DUOX2', 'NFKBIL2', 'ARHGEF19', 'RPGRIP1L', 'SIPA1L2', 'NBAS', 'N4BP3', 'PCDH17', 'ULK2', 'RERE', 'ITGB2', 'CELSR3', 'CARD11', 'HOOK1', 'CROCC', 'CELSR2', 'TAF1L', 'PCNT', 'LRP1B', 'PCDHA2', 'PCDHA1', 'PTPRS', 'PCDHA8', 'SRRM2', 'COL14A1', 'NOTCH2', 'ACRC', 'MAP3K12', 'PTPRD', 'ABCC8', 'GPR133', 'C9orf150', 'HEATR7B2', 'PKDREJ', 'PRTG'])
