02Concordance	AverageTotalEdgeBetweennessCentrality	MutationFrequency1	MutationFrequency0	Overlap	MutationFrequency2	01Concordance	MutationFrequencyDifference	Type	AverageOverlapPMN	AverageSetScore	MutationFrequencyDifferenceRatio	AverageCombinedScore	TripletScore	Coverage	AverageAverageNodeClosenessCentrality	12Type	SetScore	Concordance	AverageAverageNodeClusteringCoefficient	RoundedLogPCov	CooccurrenceRatio	MutationFrequencies	Somatic	CombinedScore	12Concordance	AverageRoundedLogPCov	ID	GeneSet	Probability	TripletType	Gene0	Gene1	Gene2	AverageCoverage	01Type	02Type	AverageCooccurrenceRatio
False	0	8	6	3	8	False	2	Cooccurring	272.6666666666667	23.94487955683896	0.15384615384615385	77.56883599079843	9.345642890457643	13	0	Cooccurring	37.81309539519323	False	0	inf	0.23076923076923078	[6, 8, 8]	3	163.856746712504	False	8.299999999999999	8114	set(['C12orf35', 'CELSR3', 'ADCY1'])	1.3185149869425399e-22	CooccurringCooccurringCooccurring	C12orf35	CELSR3	ADCY1	10	Cooccurring	Cooccurring	0.41783216783216787
False	0	8	6	3	8	False	2	Cooccurring	272.6666666666667	26.412817988423388	0.125	102.69111078618495	18.121960726973814	16	0	Cooccurring	39.92564777789299	False	0	inf	0.1875	[6, 8, 8]	3	212.93678814876262	False	5.666666666666667	8116	set(['CACNA1H', 'CELSR3', 'ADCY1'])	1.5813723613357153e-14	CooccurringCooccurringCooccurring	CACNA1H	CELSR3	ADCY1	11	Cooccurring	Cooccurring	0.25874125874125875
False	0	5	8	3	8	False	3	Cooccurring	272.6666666666667	25.10018589516848	0.21428571428571427	83.74114398346278	12.624293062833585	14	0	Cooccurring	38.899928984668726	False	0	inf	0.21428571428571427	[8, 5, 8]	3	181.53300192845407	False	6.633333333333333	8118	set(['CELSR3', 'C7', 'ADCY1'])	1.4034084793547731e-17	CooccurringCooccurringCooccurring	CELSR3	C7	ADCY1	10	Cooccurring	Cooccurring	0.3250712250712251
False	0	8	5	3	8	False	3	Cooccurring	272.6666666666667	26.59591181052778	0.2	97.41920661137475	16.796414932995646	15	0	Cooccurring	40.200288511049585	False	0	inf	0.2	[5, 8, 8]	3	201.0014425552479	False	5.8	8120	set(['TRIO', 'CELSR3', 'ADCY1'])	3.9952346156275601e-15	CooccurringCooccurringCooccurring	TRIO	CELSR3	ADCY1	11	Cooccurring	Cooccurring	0.2769230769230769
False	0	8	11	3	8	False	3	Cooccurring	272.6666666666667	26.82859711866948	0.14285714285714285	134.31968405662175	26.166172218822418	21	0	Cooccurring	40.54931647326214	False	0	inf	0.14285714285714285	[11, 8, 8]	3	283.84521531283497	False	5.133333333333334	8121	set(['HSPG2', 'CELSR3', 'ADCY1'])	1.021054155276656e-12	CooccurringCooccurringCooccurring	HSPG2	CELSR3	ADCY1	15	Cooccurring	Cooccurring	0.20192307692307696
False	0	5	8	3	8	False	3	Cooccurring	272.6666666666667	26.645455449044153	0.2	97.58435207309599	16.824888288464827	15	0	Cooccurring	40.274603968824145	False	0	inf	0.2	[8, 5, 8]	3	201.3730198441207	False	5.8	8124	set(['CELSR3', 'PCNT', 'ADCY1'])	3.9952346156275601e-15	CooccurringCooccurringCooccurring	CELSR3	PCNT	ADCY1	11	Cooccurring	Cooccurring	0.2769230769230769
False	0	8	6	3	8	False	2	Cooccurring	272.6666666666667	24.940339917331798	0.13333333333333333	88.64506892442306	13.8507920194411	15	0	Cooccurring	39.229948490460814	False	0	inf	0.2	[6, 8, 8]	3	196.14974245230405	False	6.400000000000001	8125	set(['ATP2B3', 'CELSR3', 'ADCY1'])	8.3387568502391061e-17	CooccurringCooccurringCooccurring	ATP2B3	CELSR3	ADCY1	11	Cooccurring	Cooccurring	0.30116550116550117
False	0	8	5	3	8	False	3	Cooccurring	272.6666666666667	25.004449733290215	0.2	92.11433302058286	15.881781555272907	15	0	Cooccurring	37.81309539519323	False	0	inf	0.2	[5, 8, 8]	3	189.06547697596613	False	5.8	8126	set(['ZAN', 'CELSR3', 'ADCY1'])	3.9952346156275601e-15	CooccurringCooccurringCooccurring	ZAN	CELSR3	ADCY1	11	Cooccurring	Cooccurring	0.2769230769230769
False	0	8	7	3	8	False	1	Cooccurring	272.6666666666667	26.166565868022598	0.058823529411764705	107.58831921974	19.44367214814578	17	0	Cooccurring	39.55626959729181	False	0	inf	0.17647058823529413	[7, 8, 8]	3	224.15219438465357	False	5.533333333333334	8129	set(['COL22A1', 'CELSR3', 'ADCY1'])	4.7922404623125541e-14	CooccurringCooccurringCooccurring	COL22A1	CELSR3	ADCY1	12	Cooccurring	Cooccurring	0.2435897435897436
False	0	8	7	3	8	False	1	Cooccurring	272.6666666666667	26.338600925005853	0.058823529411764705	108.276459447673	19.568034839940903	17	0	Cooccurring	39.81432218276669	False	0	inf	0.17647058823529413	[7, 8, 8]	3	225.6144923690112	False	5.533333333333334	8132	set(['SCN5A', 'CELSR3', 'ADCY1'])	4.7922404623125541e-14	CooccurringCooccurringCooccurring	SCN5A	CELSR3	ADCY1	12	Cooccurring	Cooccurring	0.2435897435897436
False	0	5	5	2	7	False	0	Cooccurring	283.5	22.590114805557004	0.0	90.10516168896827	18.514759251157866	12	0	Cooccurring	33.87675306984821	False	0	inf	0.16666666666666666	[5, 5, 7]	3	203.2605184190893	False	4.866666666666666	8133	set(['CACNA1A', 'KCNQ5', 'ZFHX4'])	1.7340235594293046e-12	CooccurringCooccurringCooccurring	CACNA1A	KCNQ5	ZFHX4	9	Cooccurring	Cooccurring	0.2611111111111111
False	0	5	5	2	5	False	0	Cooccurring	300.0	24.256994621797848	0.0	83.6987533844539	16.51949079956327	10	0	Cooccurring	36.45409979100434	False	0	inf	0.2	[5, 5, 5]	3	182.27049895502168	False	5.066666666666666	8145	set(['NRK', 'PTPRD', 'SLITRK2'])	2.38246128517579e-13	CooccurringCooccurringCooccurring	NRK	PTPRD	SLITRK2	7	Cooccurring	Cooccurring	0.30952380952380953
False	0	5	10	1	5	False	5	Cooccurring	553.0	26.367177160733878	0.38461538461538464	105.46870864293551	19.89975634772368	13	0	Cooccurring	46.86607281819329	False	0	inf	0.07692307692307693	[10, 5, 5]	3	609.2589466365127	False	5.3	8150	set(['SYNE2', 'TRIO', 'KIF1B'])	1.4114522035138302e-13	CooccurringCooccurringCooccurring	SYNE2	TRIO	KIF1B	10	Cooccurring	Cooccurring	0.25
False	0	8	10	2	5	False	2	Cooccurring	328.5	26.22295244758051	0.125	108.22234143673286	19.098060253541092	16	0	Cooccurring	40.86372191116934	False	0	inf	0.125	[10, 8, 5]	3	326.90977528935474	False	5.666666666666667	8152	set(['SYNE2', 'ADCY1', 'KIF1B'])	1.8076605981740835e-14	CooccurringCooccurringCooccurring	SYNE2	ADCY1	KIF1B	12	Cooccurring	Cooccurring	0.25
False	0	10	5	2	5	False	5	Cooccurring	328.5	26.880332372386352	0.35714285714285715	107.52132948954541	20.287043299914227	14	0	Cooccurring	41.51646823850816	False	0	inf	0.14285714285714285	[5, 10, 5]	3	290.61527766955714	False	5.3	8154	set(['ZNF318', 'SYNE2', 'KIF1B'])	1.4114522035138302e-13	CooccurringCooccurringCooccurring	ZNF318	SYNE2	KIF1B	10	Cooccurring	Cooccurring	0.25
False	0	10	5	2	5	False	5	Cooccurring	328.5	25.643673617263534	0.35714285714285715	102.57469446905414	19.353715937557386	14	0	Cooccurring	40.8343708941348	False	0	inf	0.14285714285714285	[5, 10, 5]	3	285.8405962589436	False	5.3	8155	set(['OTOA', 'SYNE2', 'KIF1B'])	1.4114522035138302e-13	CooccurringCooccurringCooccurring	OTOA	SYNE2	KIF1B	10	Cooccurring	Cooccurring	0.25
False	0	10	6	3	5	False	4	Cooccurring	232.66666666666666	25.420797010365686	0.2857142857142857	82.21397975950002	12.456663599924248	14	0	Cooccurring	38.284013099742545	False	0	inf	0.21428571428571427	[6, 10, 5]	3	178.65872779879857	False	6.599999999999999	8157	set(['SHROOM2', 'SYNE2', 'KIF1B'])	1.7378902648225043e-17	CooccurringCooccurringCooccurring	SHROOM2	SYNE2	KIF1B	10	Cooccurring	Cooccurring	0.3194444444444444
False	0	5	10	3	7	False	5	Cooccurring	244.66666666666666	23.665800214488325	0.3125	92.04631726188019	15.961789120557258	16	0	Cooccurring	35.44757215370928	False	0	inf	0.1875	[10, 5, 7]	3	189.05371815311617	False	5.766666666666667	8163	set(['ANK1', 'BZRAP1', 'CELSR1'])	7.1284552988855501e-15	CooccurringCooccurringCooccurring	ANK1	BZRAP1	CELSR1	11	Cooccurring	Cooccurring	0.26587301587301587
False	0	5	5	2	5	False	0	Cooccurring	328.5	25.705355298943697	0.0	102.82142119577479	23.911958417622046	11	0	Cooccurring	38.58870595438324	False	0	inf	0.18181818181818182	[5, 5, 5]	3	212.2378827491078	False	4.3	8166	set(['ARHGEF19', 'ZNF536', 'CASZ1'])	5.670277888745538e-11	CooccurringCooccurringCooccurring	ARHGEF19	ZNF536	CASZ1	8	Cooccurring	Cooccurring	0.25
False	0	5	5	2	19	False	0	Cooccurring	289.5	22.389953337453417	0.0	132.72660579220556	27.460677060456323	23	0	Cooccurring	35.11587677959451	False	0	inf	0.08695652173913043	[5, 5, 19]	3	403.8325829653369	False	4.833333333333333	8170	set(['CACNA1E', 'DOCK4', 'RB1'])	8.8588787106448253e-12	CooccurringCooccurringCooccurring	CACNA1E	DOCK4	RB1	16	Cooccurring	Cooccurring	0.17857142857142858
False	0	6	5	3	8	False	1	Cooccurring	272.3333333333333	24.000778295047596	0.08333333333333333	68.01273294396665	10.001872491759803	12	0	Cooccurring	37.21959101732764	False	0	inf	0.25	[5, 6, 8]	3	148.87836406931055	False	6.8	8171	set(['ULK2', 'DOCK8', 'ODZ1'])	2.7270595373491469e-18	CooccurringCooccurringCooccurring	ULK2	DOCK8	ODZ1	9	Cooccurring	Cooccurring	0.35833333333333334
False	0	8	6	3	8	False	2	Cooccurring	272.3333333333333	23.919172830366254	0.14285714285714285	74.36134798604684	10.424488035427128	14	0	Cooccurring	37.35468820370778	False	0	inf	0.21428571428571427	[6, 8, 8]	3	174.32187828396965	False	7.133333333333333	8174	set(['DOCK8', 'ADCY1', 'ODZ1'])	4.3971216082641394e-19	CooccurringCooccurringCooccurring	DOCK8	ADCY1	ODZ1	11	Cooccurring	Cooccurring	0.34358974358974353
False	0	6	6	3	8	False	0	Cooccurring	272.3333333333333	24.296938729279315	0.0	74.48997679067963	11.229644742313514	13	0	Cooccurring	37.66383166867522	False	0	inf	0.23076923076923078	[6, 6, 8]	3	163.20993723092596	False	6.633333333333333	8177	set(['SHROOM2', 'DOCK8', 'ODZ1'])	1.0816858675464297e-17	CooccurringCooccurringCooccurring	SHROOM2	DOCK8	ODZ1	10	Cooccurring	Cooccurring	0.33535353535353535
False	0	7	6	3	8	False	1	Cooccurring	250.33333333333334	22.822697480994705	0.07692307692307693	65.64430281847176	9.07524923757674	13	0	Cooccurring	34.88217564888728	False	0	inf	0.23076923076923078	[6, 7, 8]	3	151.15609447851153	False	7.233333333333333	8180	set(['DOCK8', 'COL4A2', 'ODZ1'])	2.31132299566342e-19	CooccurringCooccurringCooccurring	DOCK8	COL4A2	ODZ1	10	Cooccurring	Cooccurring	0.35454545454545455
False	0	6	6	3	8	False	0	Cooccurring	250.33333333333334	22.917828591961705	0.0	69.89294299962093	10.536624572807176	13	0	Cooccurring	34.468798411591166	False	0	inf	0.23076923076923078	[6, 6, 8]	3	149.36479311689504	False	6.633333333333333	8184	set(['DOCK8', 'TERT', 'ODZ1'])	1.0816858675464297e-17	CooccurringCooccurringCooccurring	DOCK8	TERT	ODZ1	10	Cooccurring	Cooccurring	0.33535353535353535
False	0	8	6	2	5	False	2	Cooccurring	295.5	23.115353913507388	0.18181818181818182	65.2422583309297	9.594449754548485	11	0	Cooccurring	35.35854099815822	False	0	inf	0.18181818181818182	[6, 8, 5]	3	194.4719754898702	False	6.8	8185	set(['DOCK8', 'ODZ1', 'ZNF292'])	2.7270595373491469e-18	CooccurringCooccurringCooccurring	DOCK8	ODZ1	ZNF292	9	Cooccurring	Cooccurring	0.35833333333333334
False	0	10	5	3	6	False	5	Cooccurring	250.66666666666666	23.980748937766407	0.3333333333333333	88.12820247323288	14.936983470039472	15	0	Cooccurring	36.00939350936555	False	0	inf	0.2	[5, 10, 6]	3	180.04696754682774	False	5.8999999999999995	8186	set(['EPHB2', 'ANK1', 'NWD1'])	2.3498219130134582e-15	CooccurringCooccurringCooccurring	EPHB2	ANK1	NWD1	11	Cooccurring	Cooccurring	0.2852564102564103
False	0	10	5	3	6	False	5	Cooccurring	250.66666666666666	24.017845797843275	0.3333333333333333	88.25804148350191	14.958990081949478	15	0	Cooccurring	36.065038799480845	False	0	inf	0.2	[5, 10, 6]	3	180.32519399740423	False	5.8999999999999995	8187	set(['EPHB2', 'ANK1', 'PTCH1'])	2.3498219130134582e-15	CooccurringCooccurringCooccurring	EPHB2	ANK1	PTCH1	11	Cooccurring	Cooccurring	0.2852564102564103
False	0	10	5	2	6	False	5	Cooccurring	296.0	22.544077819957455	0.35714285714285715	83.32518723758363	14.122913091115871	14	0	Cooccurring	35.16723167708706	False	0	inf	0.14285714285714285	[5, 10, 6]	3	246.17062173960943	False	5.8999999999999995	8188	set(['EPHB2', 'ANK1', 'LGSN'])	2.3498219130134582e-15	CooccurringCooccurringCooccurring	EPHB2	ANK1	LGSN	11	Cooccurring	Cooccurring	0.2852564102564103
False	0	10	5	3	11	False	5	Cooccurring	250.66666666666666	23.595152869057994	0.2631578947368421	98.94898940833686	16.49149823472281	19	0	Cooccurring	36.447580905431806	False	0	inf	0.15789473684210525	[5, 10, 11]	3	230.83467906773478	False	6.0	8189	set(['EPHB2', 'ANK1', 'CABIN1'])	3.017476115262821e-15	CooccurringCooccurringCooccurring	EPHB2	ANK1	CABIN1	14	Cooccurring	Cooccurring	0.23868778280542988
False	0	5	6	2	5	False	1	Cooccurring	356.5	24.820786245002363	0.1	87.96747044464009	15.08013779050973	10	0	Cooccurring	40.00666694141278	False	0	inf	0.2	[6, 5, 5]	3	200.0333347070639	False	5.833333333333333	8244	set(['SBF1', 'PCDHB3', 'CFTR'])	1.4960951802342856e-15	CooccurringCooccurringCooccurring	SBF1	PCDHB3	CFTR	8	Cooccurring	Cooccurring	0.34788359788359785
False	0	14	5	3	5	False	9	Cooccurring	242.33333333333334	21.622120794809476	0.5	93.77598864862658	16.168273904935617	18	0	Cooccurring	32.32710896420342	False	0	inf	0.16666666666666666	[5, 14, 5]	3	193.9626537852205	False	5.8	8247	set(['PCDHA12', 'CNTNAP2', 'CFTR'])	5.3651341301718791e-15	CooccurringCooccurringCooccurring	PCDHA12	CNTNAP2	CFTR	13	Cooccurring	Cooccurring	0.26785714285714285
False	0	11	5	2	7	False	6	Cooccurring	329.0	24.565852855850853	0.375	102.29575318889995	17.946623366473673	16	0	Cooccurring	40.517084835998226	False	0	inf	0.125	[5, 11, 7]	3	324.1366786879858	False	5.7	8253	set(['WNK3', 'HSPG2', 'COL22A1'])	1.3392126270964836e-14	CooccurringCooccurringCooccurring	WNK3	HSPG2	COL22A1	12	Cooccurring	Cooccurring	0.2547008547008547
False	0	6	7	3	7	False	1	Cooccurring	215.66666666666666	23.18565994551943	0.07692307692307693	71.10539500683807	10.66580925102571	13	0	Cooccurring	35.11578680748796	False	0	inf	0.23076923076923078	[7, 6, 7]	3	152.16840949911446	False	6.666666666666667	8255	set(['KIAA1409', 'SRRM2', 'MYLK'])	1.3787328087505934e-17	CooccurringCooccurringCooccurring	KIAA1409	SRRM2	MYLK	10	Cooccurring	Cooccurring	0.3333333333333333
False	0	8	6	2	7	False	2	Cooccurring	303.0	24.712642260684337	0.14285714285714285	90.6036737948483	15.621323068077295	14	0	Cooccurring	37.705466613572	False	0	inf	0.14285714285714285	[6, 8, 7]	3	263.93826629500404	False	5.8	8257	set(['SRRM2', 'ADCY1', 'MYLK'])	6.2295063516573348e-15	CooccurringCooccurringCooccurring	SRRM2	ADCY1	MYLK	11	Cooccurring	Cooccurring	0.27424242424242423
False	0	6	6	2	7	False	0	Cooccurring	303.0	24.594344135382276	0.0	79.22226116998405	13.130761519886857	12	0	Cooccurring	37.52801942561891	False	0	inf	0.16666666666666666	[6, 6, 7]	3	225.16811655371345	False	6.033333333333334	8258	set(['SRRM2', 'IGHMBP2', 'MYLK'])	8.0637635928726167e-16	CooccurringCooccurringCooccurring	SRRM2	IGHMBP2	MYLK	9	Cooccurring	Cooccurring	0.3111111111111111
False	0	6	6	2	7	False	0	Cooccurring	303.0	23.760731934358194	0.0	76.58248920007448	12.693230254155988	12	0	Cooccurring	36.27760112408279	False	0	inf	0.16666666666666666	[6, 6, 7]	3	217.66560674449676	False	6.033333333333334	8259	set(['C12orf35', 'SRRM2', 'MYLK'])	8.0637635928726167e-16	CooccurringCooccurringCooccurring	C12orf35	SRRM2	MYLK	9	Cooccurring	Cooccurring	0.3111111111111111
False	0	7	7	2	6	False	0	Cooccurring	297.0	24.79253090399386	0.0	85.38233782968469	14.39028165668843	13	0	Cooccurring	37.49193493417797	False	0	inf	0.15384615384615385	[7, 7, 6]	3	243.69757707215678	False	5.933333333333334	8260	set(['SCN5A', 'MYLK', 'SRRM2'])	2.451405558691313e-15	CooccurringCooccurringCooccurring	SCN5A	MYLK	SRRM2	10	Cooccurring	Cooccurring	0.29090909090909095
False	0	6	5	3	6	False	1	Cooccurring	227.33333333333334	22.67888133772657	0.09090909090909091	63.0314371823886	10.004990028950571	11	0	Cooccurring	34.02725794180296	False	0	inf	0.2727272727272727	[5, 6, 6]	3	124.76661245327752	False	6.3	8263	set(['SLCO5A1', 'ESPL1', 'PRKD3'])	6.6662522208531694e-17	CooccurringCooccurringCooccurring	SLCO5A1	ESPL1	PRKD3	8	Cooccurring	Cooccurring	0.3611111111111111
False	0	5	6	2	5	False	1	Cooccurring	289.5	22.044120628666363	0.08333333333333333	95.6463484290477	22.593625613160874	12	0	Cooccurring	33.00884649189902	False	0	inf	0.16666666666666666	[6, 5, 5]	3	198.05307895139413	False	4.233333333333333	8272	set(['C3', 'AFM', 'DKC1'])	1.268690112327146e-10	CooccurringCooccurringCooccurring	C3	AFM	DKC1	8	Cooccurring	Cooccurring	0.23148148148148148
False	0	8	10	2	6	False	2	Cooccurring	356.5	23.22656620572364	0.11764705882352941	101.06534834300625	18.375517880546592	17	0	Cooccurring	38.98921326047104	False	0	inf	0.11764705882352941	[10, 8, 6]	3	331.40831271400384	False	5.5	8278	set(['CACNA1S', 'ODZ1', 'PTCH1'])	7.1399087792088859e-14	CooccurringCooccurringCooccurring	CACNA1S	ODZ1	PTCH1	13	Cooccurring	Cooccurring	0.2344988344988345
False	0	6	5	2	5	False	1	Cooccurring	356.5	24.75868379106247	0.1	78.05123159072956	13.693198524689395	10	0	Cooccurring	38.93212657324804	False	0	inf	0.2	[5, 6, 5]	3	194.6606328662402	False	5.7	8280	set(['COL6A1', 'C12orf35', 'SPTBN4'])	3.9873302123688523e-15	CooccurringCooccurringCooccurring	COL6A1	C12orf35	SPTBN4	8	Cooccurring	Cooccurring	0.3333333333333333
False	0	5	5	2	6	False	0	Cooccurring	356.5	25.748644855821272	0.0	80.69112776341971	14.156338204108721	10	0	Cooccurring	41.20125417327019	False	0	inf	0.2	[5, 5, 6]	3	206.00627086635095	False	5.7	8282	set(['COL6A1', 'SPTBN4', 'SRRM2'])	3.9873302123688523e-15	CooccurringCooccurringCooccurring	COL6A1	SPTBN4	SRRM2	8	Cooccurring	Cooccurring	0.3333333333333333
False	0	5	5	2	8	False	0	Cooccurring	356.5	25.71059411738861	0.0	91.71601779857686	16.880248674584696	12	0	Cooccurring	40.359992062737255	False	0	inf	0.16666666666666666	[5, 5, 8]	3	242.15995237642355	False	5.433333333333334	8283	set(['COL6A1', 'SPTBN4', 'ADCY1'])	3.0998636757192362e-14	CooccurringCooccurringCooccurring	COL6A1	SPTBN4	ADCY1	9	Cooccurring	Cooccurring	0.2833333333333333
False	0	5	6	2	5	False	1	Cooccurring	328.5	24.403152683388154	0.1	76.31002866911307	13.387724327914572	10	0	Cooccurring	38.68989151115189	False	0	inf	0.2	[6, 5, 5]	3	193.44945755575944	False	5.7	8286	set(['ESPL1', 'CASZ1', 'N4BP3'])	3.9873302123688523e-15	CooccurringCooccurringCooccurring	ESPL1	CASZ1	N4BP3	8	Cooccurring	Cooccurring	0.3333333333333333
False	0	8	5	3	5	False	3	Cooccurring	272.6666666666667	25.984456975318654	0.2727272727272727	69.17006319389198	9.834606141311655	11	0	Cooccurring	40.226335604894	False	0	inf	0.2727272727272727	[5, 8, 5]	3	147.49656388461133	False	7.033333333333334	8301	set(['DNAH10', 'CELSR3', 'C7'])	4.5751560562937954e-19	CooccurringCooccurringCooccurring	DNAH10	CELSR3	C7	8	Cooccurring	Cooccurring	0.391005291005291
False	0	8	7	3	5	False	1	Cooccurring	272.6666666666667	25.05906706072287	0.07692307692307693	77.9050562240155	11.513062496159925	13	0	Cooccurring	38.838250733000315	False	0	inf	0.23076923076923078	[7, 8, 5]	3	168.29908650966803	False	6.766666666666667	8304	set(['SMARCA1', 'CELSR3', 'C7'])	5.5226315501740274e-18	CooccurringCooccurringCooccurring	SMARCA1	CELSR3	C7	10	Cooccurring	Cooccurring	0.34259259259259256
False	0	8	6	3	5	False	2	Cooccurring	272.6666666666667	25.556643823975516	0.16666666666666666	73.8022504135764	10.695978320808175	12	0	Cooccurring	39.58461587787928	False	0	inf	0.25	[6, 8, 5]	3	158.33846351151712	False	6.8999999999999995	8307	set(['CACNA1H', 'CELSR3', 'C7'])	1.8166416273590731e-18	CooccurringCooccurringCooccurring	CACNA1H	CELSR3	C7	9	Cooccurring	Cooccurring	0.364057239057239
False	0	8	5	3	6	False	3	Cooccurring	250.0	23.925960412799295	0.25	68.63841961151837	9.94759704514759	12	0	Cooccurring	35.97264243774731	False	0	inf	0.25	[5, 8, 6]	3	143.89056975098924	False	6.8999999999999995	8308	set(['C7', 'CELSR3', 'ADAMTS3'])	1.8166416273590731e-18	CooccurringCooccurringCooccurring	C7	CELSR3	ADAMTS3	9	Cooccurring	Cooccurring	0.364057239057239
False	0	6	8	3	5	False	2	Cooccurring	272.6666666666667	25.092844299020726	0.16666666666666666	72.33355191788624	10.483123466360325	12	0	Cooccurring	38.8889165904471	False	0	inf	0.25	[8, 6, 5]	3	155.5556663617884	False	6.8999999999999995	8311	set(['CELSR3', 'ATP2B3', 'C7'])	1.8166416273590731e-18	CooccurringCooccurringCooccurring	CELSR3	ATP2B3	C7	9	Cooccurring	Cooccurring	0.364057239057239
False	0	8	5	3	5	False	3	Cooccurring	250.0	24.214088107523725	0.2727272727272727	64.15401806847301	9.121424369925071	11	0	Cooccurring	36.40483397983396	False	0	inf	0.2727272727272727	[5, 8, 5]	3	133.4843912593912	False	7.033333333333334	8316	set(['BZRAP1', 'CELSR3', 'C7'])	4.5751560562937954e-19	CooccurringCooccurringCooccurring	BZRAP1	CELSR3	C7	8	Cooccurring	Cooccurring	0.391005291005291
False	0	6	8	2	5	False	2	Cooccurring	329.0	24.376856053523213	0.16666666666666666	85.0791928282744	13.796625864044497	12	0	Cooccurring	39.29874720067618	False	0	inf	0.16666666666666666	[8, 6, 5]	3	235.7924832040571	False	6.166666666666667	8321	set(['CELSR3', 'TMEM2', 'C7'])	3.240454572056287e-16	CooccurringCooccurringCooccurring	CELSR3	TMEM2	C7	9	Cooccurring	Cooccurring	0.3131313131313131
False	0	8	5	3	5	False	3	Cooccurring	272.6666666666667	24.14827556884234	0.2727272727272727	63.96754920887574	9.094912209792758	11	0	Cooccurring	37.47206349517952	False	0	inf	0.2727272727272727	[5, 8, 5]	3	137.3975661489916	False	7.033333333333334	8322	set(['ZAN', 'CELSR3', 'C7'])	4.5751560562937945e-19	CooccurringCooccurringCooccurring	ZAN	CELSR3	C7	8	Cooccurring	Cooccurring	0.39100529100529097
False	0	7	8	3	5	False	1	Cooccurring	272.6666666666667	25.310391703574723	0.07692307692307693	78.78469247399697	11.643058001083297	13	0	Cooccurring	39.2152376972781	False	0	inf	0.23076923076923078	[8, 7, 5]	3	169.93269668820508	False	6.766666666666666	8326	set(['CELSR3', 'COL22A1', 'C7'])	5.5226315501740274e-18	CooccurringCooccurringCooccurring	CELSR3	COL22A1	C7	10	Cooccurring	Cooccurring	0.34259259259259256
False	0	5	5	2	5	False	0	Cooccurring	300.0	25.021090092141645	0.0	86.43048891604515	17.058649128166806	10	0	Cooccurring	37.54941852991797	False	0	inf	0.2	[5, 5, 5]	3	187.74709264958986	False	5.066666666666666	8331	set(['BPTF', 'PLCB3', 'KANK1'])	2.38246128517579e-13	CooccurringCooccurringCooccurring	BPTF	PLCB3	KANK1	7	Cooccurring	Cooccurring	0.30952380952380953
False	0	7	5	3	5	False	2	Cooccurring	253.33333333333334	23.910800633801614	0.18181818181818182	66.2708533203963	10.463818945325732	11	0	Cooccurring	35.94109638846472	False	0	inf	0.2727272727272727	[5, 7, 5]	3	131.78402009103732	False	6.333333333333333	8332	set(['PLCB3', 'WBSCR17', 'KANK1'])	5.1091996144160529e-17	CooccurringCooccurringCooccurring	PLCB3	WBSCR17	KANK1	8	Cooccurring	Cooccurring	0.36507936507936506
False	0	5	7	3	5	False	2	Cooccurring	253.33333333333334	24.90768125816234	0.18181818181818182	69.26149519347847	10.936025556865022	11	0	Cooccurring	37.436417325005806	False	0	inf	0.2727272727272727	[7, 5, 5]	3	137.2668635250213	False	6.333333333333333	8336	set(['ITPR3', 'PLCB3', 'KANK1'])	5.1091996144160529e-17	CooccurringCooccurringCooccurring	ITPR3	PLCB3	KANK1	8	Cooccurring	Cooccurring	0.36507936507936506
False	0	5	6	2	5	False	1	Cooccurring	283.5	21.308368221897812	0.09090909090909091	80.07151030326555	16.01430206065311	11	0	Cooccurring	31.88672616185157	False	0	inf	0.18181818181818182	[6, 5, 5]	3	175.37699389018363	False	5.0	8338	set(['GPC4', 'NBAS', 'ECT2L'])	5.3306118938263443e-13	CooccurringCooccurringCooccurring	GPC4	NBAS	ECT2L	8	Cooccurring	Cooccurring	0.291005291005291
False	0	12	7	2	9	False	5	Cooccurring	329.0	22.508798955126764	0.23809523809523808	118.11738047598634	23.16027068156595	21	0	Cooccurring	37.95066274763369	False	0	inf	0.09523809523809523	[7, 12, 9]	3	398.4819588501538	False	5.1	8340	set(['KIAA1409', 'MYO15A', 'ANO2'])	1.5802801978203669e-12	CooccurringCooccurringCooccurring	KIAA1409	MYO15A	ANO2	15	Cooccurring	Cooccurring	0.19497863247863248
False	0	6	6	3	5	False	0	Cooccurring	272.6666666666667	26.330847460952935	0.0	73.16530274675743	11.613540118532926	11	0	Cooccurring	39.802691986687314	False	0	inf	0.2727272727272727	[6, 6, 5]	3	145.94320395118683	False	6.3	8348	set(['CACNA1H', 'DOCK8', 'FHOD3'])	6.6662522208531694e-17	CooccurringCooccurringCooccurring	CACNA1H	DOCK8	FHOD3	8	Cooccurring	Cooccurring	0.3611111111111111
False	0	5	6	3	12	False	1	Cooccurring	272.6666666666667	26.828045392596476	0.058823529411764705	110.71704714675928	19.199487944524734	17	0	Cooccurring	40.548488884152626	False	0	inf	0.17647058823529413	[6, 5, 12]	3	229.77477034353154	False	5.766666666666666	8350	set(['CACNA1H', 'FHOD3', 'DNAH11'])	7.8150229729807362e-15	CooccurringCooccurringCooccurring	CACNA1H	FHOD3	DNAH11	12	Cooccurring	Cooccurring	0.2630952380952381
